COD_ID_PRODUTO,DES_PRODUTO,total_desconto
88988,SUCO DEL VALLE 1L PET FRUT UVA,204.20
4400,ALIMENTO INF NESTLE 115G GAL MACAR LEG,204.06
97114,"IOGURTE BATAVO 1,150KG EMB ECON MOR",203.77
39913,"SALSICHA PENA BRANCA 3,5KG. S/CORANTE",203.32
104015,IOGURTE FRIMESA INTEGRAL E NATURAL CREMOSO 165G,203.31
1726,TEMPERO ODERICH 1KG COMPLETO S/ PIMENTA,203.24
1533,FAROFA PRONTA CORSETTI 500G,203.18
71495,PAO MALLET 300G C/6 HAMB TRAD,203.12
96496,PIPOCA FRITZ FRIDA 100G MICRO CHOC,202.80
81741,FARELO AVEIA NATURALE 200G,202.68
55082,CHA BARAO C/10 13G FRUTAS POS REFEICAO,202.57
34127,ACHOC NESQUIK 380G MORANGO,202.50
55024,BISCOITO RECHEADO HOT CRAKER QUEIJO 150G,202.26
8813,ERVA MATE CRISTALINA C/CHAS 500G,202.22
89567,SALAME MAJESTADE 1KG ITALIANO FAT,201.93
104907,ARROZ SABOROSO 5KG BCO TP1,201.81
102183,REPELENTE DE INSETOS DOMLINE INSECT FREE AEROSSOL 150ML,201.74
102840,DESODOR NOVO FRESCOR 30G AP BLOCO FLORAL,201.53
98733,AZEITE OLIVA TORDESILHAS 3L EXT VIRG,201.48
82377,PRIME BEEF FILOS 430G BIFINHO,200.95
103592,DIFUSOR DE AROMAS NOVO FRESCOR DE FRUTAS VERMELHAS 100ML,200.83
36582,INSET ALLADIN ESPIRAL,200.74
87630,ACHOC NESCAU 2KG,200.73
71418,AZEITONA UNIAGRO 100G VERD FAT,199.64
38569,"SUCO GARIBALDI 1,5L UVA BRANCO",199.52
69958,SABONETE LIQUIDO HEDERA ERVA DOCE SACHE 200ML,199.50
103071,DIFUSOR DE AROMAS GLADE LEMBRANCAS DE INFANCIA 100ML,199.27
59929,GELATINES DOCILE DENTE VAMPIRO 80G,199.03
72514,TIRA MANCHA VANISH 400G PINK EMB ECON,198.99
1856,FEIJAO FRITZ FRIDA 500G PREM VERM,198.92
99715,MISTURA PARA BOLO FLEISCHMANN LARANJA 390G,198.79
5475,BEBIDA LACTEA NESTLE 280ML NESTON,198.30
86270,CANECA NADIR 340ML TABERNA,197.82
84566,CREME DENT COLGATE 90G DEF REFORCAD CITRUS EUCALIPT,197.79
98586,CERA GIRANDO SOL 750ML LIQ INCOLOR,197.76
94106,SUCO MAGUARY 150ML FRUIT SHOOT MARACUJA,197.65
4666,ISCA MORTEIN 15G P/RATOS,197.58
55083,CHA BARAO C/10 13G FRUTAS MAC ABA CRA CAN,197.55
10991,VELA SANDERO C/8 VERMELHA,197.41
105269,REFRESCO TANG 18G GUAR,197.13
98773,MAIONESE TRADICIONAL LIZA 196G,197.03
86372,SHAMPOO+COND SKALA 325ML AMIDO MILHO,196.74
81524,SNACK QUITANDA 50G QUEIJO,196.66
10854,VASSOURA PRIMAVERA FAVORITA S/CABO,196.61
3292,VINHO MARCUS JAMES CABERNET SAUVIGNON 750ML,196.56
103412,ALVEJANTE GUIMAR?ES SEM CLORO 2 LITROS,196.53
97871,AMACIANTE DOWNY 1L CONC AGUA FRESCA,196.46
31407,ATUM R CRUSOE 170G SOLIDO OLEO,196.34
80249,CREME DENT SENSODYNE 90G LIMP PROFUNDA,196.33
89322,TORRADA BAUDUCCO 142G TRADICIONAL,196.30
42142,ESC DENT JADEFROG PROEXCEL 718,196.14
99642,DIFUSOR DE AROMAS COALA VANILLA 100ML,195.32
34130,ERVA MATE SEIVA PURA S/ACUCAR 1KG VACUO,195.15
86273,TIGELA AMERICANA C/ TAMPA NADIR 350ML,194.88
101769,CARNE BOVINA TATU RESFRIADO ESTANCIA GAUCHA KG,193.79
52281,BARRA CEREAL RITTER 60G BROWNIE CHOC BR,193.78
102112,DESODORANTE ABOVE ELEMENTS AEROSSOL MASCULINO 48H OCEAN 150ML,193.58
97885,"DESINFETANTE PINHO SOL 1,75L 2X PODER ORIG",193.39
10208,VASSOURA CERTA CASEIRA C/CABO 1692,193.33
81180,SABONETE DOVE BRANCO COM 8 UNID 90G,193.01
65906,"DOCE N BONN 1,01KG CHOCOMOLE PRETA",192.95
81183,FARINHA MANDIOCA MONSIL 500G,192.66
71378,ESC DENT COLGATE C/4 CLASS PRECO ESP,192.57
42589,NECTAR MAGUARY 1L MORANGO,192.10
104444,BISCOITO ISABELA INTEGRAL 350G,192.07
10935,ESPETO MOR 85CM SIMPLES 3204,191.81
80659,ALGODAO YORK C/50 DISCOS,191.61
8843,ERVA MATE CRISTALINA TERER LIM 500G,191.14
6053,APARELHO BARB GILLETTE C/7 PROBA LV7 PG5,191.09
96575,TOALHA UMED SNOW BABY C/80 FLOW PACK PREMIUM,190.51
100426,COXINHA FRANGO COM REQUEIJ?O MALLET CONGELADO 1KG,190.23
92594,SARDINHA PESCADOR LAJE 125G C/ MOLHO TOMATE,190.18
103827,DETERGENTE JIMO EM PASTILHAS CONCENTRADO EMBALAGEM ECONOMICA LEVE MAIS POR MENOS COM 50 UNIDADES DE 20G,189.98
89483,PUDIM APTI 40G SACHE BAUNILHA,189.78
67158,SACO P/CONGELAR STAR 5KG 28X39CM,189.68
62233,FRANGO A PASSARINHO SEARA 1KG ALM,189.63
97829,VELA SANDERO VOTIVA SANTO EXPEDITO N?7,189.54
53221,CREME LEITE CCGL 200G LEVE ZERO LAC,189.51
97921,CREME DENT COLGATE 90G C/6 TOT12 ANTI TARTARO,189.47
87071,SHAMPOO HEDERA 1L NEUTRO,189.15
11077,ISQUEIRO NOVO CRICKET,189.06
9452,AMACIANTE YPE 2L TERNURA,188.84
71133,RACAO PURINA FRISKIES 3KG *MIX CARNE,188.65
80251,DESINFETANTE SANOL 2L HERBAL,188.62
104256,BACON PROGRESSO 600G FAT RESF,188.58
8019,MASSA ITALIANY 500G TALHARIM,188.29
71796,REFRIG AGUA SERRA 2L FRAMBOESA,188.10
75326,BARRA CEREAL RITTER 80G LV4PG3 MORANGO,187.99
65474,PUDIM APTI 1KG PO BAUNILHA,187.75
69397,"CONTAINER PLASNEW 12,4L PLAST",187.54
3477,VINHO RESERVADO SANTA HELENA CABERNET SAUVIGNON 750ML,187.44
97833,VELA SANDERO VOTIVA S?O JORGE N?7,186.89
100272,BACON EM CUBOS PROGRESSO 600G,186.82
19070,ABSORV INTIMUS C/16 GEL LV16 PG14 SECA C/ABAS,186.65
100430,RISOLES DE FRANGO MALLET CONGELADO 1KG,186.64
61981,ANTI MOFO SANI SOL 20G ANTI TRACAS,186.22
76866,SACO LIXO CASAFORT 15L PRETO,186.05
99513,"MARGARINA COAMO ZERO TRANS 80% SEM SAL 14,5KG",185.97
73914,BALA DOCILE GELATINA 250G AMORA,185.96
2203,SHAMPOO PALMOLIVE NATURALS NEUTRO 350ML,185.83
97827,VELA SANDERO VOTIVA SAGRADO CORAC?O DE JESUS N?7,185.77
7778,FITA QUTIL 48MMX50M TRANSP,185.44
102169,DESODORANTE ABOVE AEROSSOL SPORT ENERGY 48H MASCULINO 150ML,185.40
44122,FILE PEITO DA GRANJA 1KG IQF,185.12
99935,BEBIDA LACTEA 3 CORAC?ES UHT CAPPUCCINO PRONTO CLASSIC 260ML,185.10
95956,AZEITE OLIVA ALMAHA EXTRA VIRGEM 500ML,185.00
8722,ERVA MATE BARAO 500G COMP C/CHA,184.93
100118,CREME DENTAL COLGATE TOTAL 12 CLEAN MINT PRECO ESPECIAL 220G,184.51
93479,DESODOR OLD SPICE 124G AERO LENHA,184.35
101451,CARNE BOVINA BIFE COX?O DE FORA RESFRIADO LOV BEEF KG,184.12
61100,PALMITO JUREIA 300G CONSERV PALM REAL RODELA,184.10
103325,MASSA VOGLIOMANGIARE CAPELETTI DE FRANGO CONGELADA 400G,184.06
89949,BARRA PROTEINA SUPINO 30G BAUNILH CRISPIE,184.00
80248,CREME DENT SENSODYNE 90G ORIGINAL,183.72
80451,"AMENDOIM GUIMARAES 1,008KG RAPINA PRALINE",183.66
85423,"RACAO SAPECA 10,1KG FILHOT",183.18
4521,POMADA NUGGET 36G PASTA PRETO N-3,183.05
69798,PE DE MOLEQUE GUIMARAES 300G C/ACUC,182.99
98308,DESODOR HARPIC C/2 LAVANDA 40% DESC 2UN,182.78
55080,CHA VERDE BAR?O DE COTEGIPE CAIXA COM 10 UNIDADES 13G,182.57
3102,CEREAL NATURALE 75G MORANG/CHOC,182.42
77930,ODORIZADOR GLADE 70G GEL HOME CITRUS,182.40
86391,COCKTAIL ALCOOLICO GASEIFICADO ICE BLUE 275ML,181.53
80213,NECTAR MAGUAR 200ML LARANJA,181.41
103324,TORTEI VOGLIOMANGIARE DE MORANGA CONGELADO 400G,181.16
4120,NECTAR DEL VALLE 450ML FRUT UVA,181.07
101717,"ERVILHA LAR CONGELADA 1,1KG",180.93
66830,CEREAL NESTLE 600G MUCILON INF SC ARROZ AVEIA,180.23
104846,QUEIJO QUATA TIPO BRIE EM PEDACOS 125G,180.21
101749,RAC?O MONELLO PARA C?ES ADULTOS RACA PEQUENA DE FRANGO 1KG,180.15
43641,HAMBURGUER MISTA SEARA 672G TEXAS BURGER,180.07
81623,"COBERT FRAC COBERTOP 1,01KG BLEND BARRA",179.86
99658,BALA DOCILE CANUDINHO COLORIDO TWIST UNICORNIO BIG MORANGO 26G,179.82
93519,APARELHO BARB GILLETTE C/1 MACH3 REG GEL,179.66
8360,*ACHOC ITALAC 1L,179.65
34396,ESC PRIMAVERA SANITARIA S/POTE VALENTE,179.44
70343,SUCO MAGUARY 275ML FRUIT SHOOT UVA,179.42
103306,PIZZA TIA INES BROTO CALABRESA 130G,179.36
104717,OVOS CAIPIRA NATUROVOS C/20 BDJ,179.27
88447,FARINHA TRIGO NORDESTE 5KG TP1 MASSA FRESC DER,179.10
97476,MOLHO KISABOR 200G BILLY JACK CHEDDAR,179.07
101285,P?O MARSALA QUALIBREAD BISNAGUINHA 300G,178.98
28856,PURIFIC GLADE 70G GEL TOQUE MACIEZ,178.91
70345,SUCO MAGUARY 275ML FRUIT SHOOT MORANGO,178.79
62036,CEREAL NESTLE 120G NESCAU SACHET,178.76
98155,SABONETE IARA 75G C/4 AMAZONIA,178.71
105762,DESINFETANTE GUIMARAES 2L PERF ROSAS,178.58
102868,DETERG LOUCA YPE 500ML. ANTIBAC SQUEE,178.50
87303,WHEY PIRACANJUBA 250ML ZERO BAUNILHA,178.36
4784,CHOC PO NESTLE 200G 50%CAC,178.08
75197,"AZEITONA MUCHO GUSTO 1,01KG SAC S/C",177.97
59363,ESPETO MOR SIMPLES 95CM,177.48
99221,BEBIDA LACTEA UHT ITALAC WHEY PROTEIN CHOCOLATE 250ML,177.29
105261,VELA SANDERO AZUL DE 7 DIAS 265G,177.10
40319,BISC BAUDUCCO 170G CEREALE CACAU,177.06
64631,CREME DENTAL ORAL-B 123 70G,176.80
98873,IOGURTE BATAVO 500G PED FRUT ABACAXI,176.74
10943,ESPETO MOR 85CM DUPLO 3209,176.73
3839,ESPUMANTE SALTON 750ML BRUT ROSE,176.44
105248,SACO DE LIXA PESAD?O TRANSPARENTE ALMOFADA DE 30L COM 10 UNIDADES,176.36
62917,CHOC LACTA 45G BIS XTRA OREO,176.24
6424,SOBREMESA BATAVO 180G CREAMY CHOC,176.20
98610,SABONETE LIQUIDO HEDERA AVEIA 2L,176.03
76028,PAO PULLMAN 450G 12 GRAOS 100% INT,175.92
8027,MASSA ITALIANY 500G LASANHA,175.90
8338,MASSA ADRIA 500G G D SPAGUET,175.81
89323,TORRADA BAUDUCCO 142G MULTIGRAOS,175.75
92562,COPO NADIR 350ML CALDERETA CHOPP BRAHMA,175.72
60885,RACAO VITAL 5KG AVES POEDEIRA GRAN,175.68
9760,COPO MINAPLAST C/50 300ML CHOOP 01045,175.56
103622,IOGURTE BATAVO 500G INT PED DUO COCO/ABACAXI,175.55
15787,BALA PIETROBON 250G FRAMBOESA PREMIUM,175.48
92130,"INSET RAID 32,9ML 45 NOITES LIQ REF OFERTA ESPECIAL",175.35
73275,OVOS VERMELHO NATUROVOS BAND C/20,175.11
73913,BALA DOCILE GELATINA 250G DENTES VAMPIRO,174.32
64276,MIST BOLO ROSEFLOR 400G CHOCOLATE,174.23
10947,ESPETO MOR ALUM SIMPLES 3247,173.58
96790,P?O WICKBOLD DO FORNO 100% INTEGRAL 500G,173.47
99762,"IOGURTE BATAVO PENSE ZERO BATIDO EMBALAGEM ECONOMICA 1,15KG",173.19
89482,PUDIM APTI 40G SACHE CHOC,173.18
105495,ODORIZADOR GLADE AEROSSOL SUAVE NAS NUVENS 360ML,173.13
10968,VELA SANDERO C/8 AMARELA,172.95
98579,PAO LAGO PAO 400G XIS,172.48
88387,WHEY PIRACANJUBA 250ML ZERO FRUT VERM,172.48
3254,"SUCO AURORA 1,5L UVA TINTO",172.38
65473,PUDIM APTI 1KG PO CHOC,172.26
87069,SHAMPOO HEDERA 1L OLEO ARGAN,172.22
10156,*FORMA GELO PLASVALE 657,172.13
1724,TEMPERO ODERICH 1KG COMPLETO C/ PIMENTA,172.07
1957,GEL DENT TANDY 50G TUTTI FRUTTI,172.05
82535,SABAO GIRANDO SOL 500G PASTA TRAD,171.99
105745,CARNE SUINA SEARA KG BISTECA C/O CONG,171.90
63420,"DOCE PETRY 1,8KG UVA",171.67
10477,FAR TRIGO MARIA INES MASSA FRES 5KG,171.54
6431,SOBREMESA LACTEA BATAVO 180G CREAMY CHOC BRAN,171.24
51443,"PE MOCA DA COLONIA 1,035KG C/23 POT",171.11
105752,CERV ROMEU GIULIETA 600ML C/UVA TTO,171.00
95301,DESENGORDURANTE CIF 500ML COZINHA,170.97
1915,SALG ELMA CHIPS 55G BACONZITOS,170.74
16630,REFRIG COCA COLA 600ML PET,170.56
47899,"ALHO BOM GOSTO 1,01KG PICADO",170.36
4221,ACHOC NESCAU 200G PO,170.30
36926,CALDO APTI 57G CARNE,170.23
101764,CARNE BOVINA COX?O DE DENTRO RESFRIADO ESTANCIA GAUCHA KG,169.86
9955,BIFINHO KELCO 65G CHURRASCO,169.83
86161,"BATATA SERYA 1,050KG ASSA KIDS BQA",169.82
92593,SARDINHA PESCADOR LAJE 125G C/ OLEO COMEST,169.78
106054,LIMPADOR BEL PISCINAS 2KG SULFATO ALUM,169.73
55006,ROLINHO WAFER MINUETO 40G BRIGADEIRO,169.60
10917,BIBS NEUGEBAUER 140G AMENDOIM,169.44
87858,ESC DENT JADEFROG C/5 POPMAX MAC,169.01
75551,SHAMPOO DOVE NUTRITIVE SOLUTIONS HIDRATAC?O INTENSA 400ML,168.74
69400,CESTO PLASNEW 27L PRETO BASC COM TAMPA,168.51
104502,IOGURTE CAROLINA COM PEDACOS DA FRUTA DE MORANGO 450G,168.32
59375,CREME DENT COLGATE 70G LUMINOUS WHI,168.21
83586,PAO MALLET 1KG CACHORRO QUENTE MEDIO,168.10
106542,PAPEL HIG FLORAX 30M C/4 F SIMPLES,167.97
105529,CARNE BOV FRIGON KG PICAN TRAD S/O RESF,167.92
92560,CREME DENT CLOSE-UP 150G TRIPLE MENTA,167.81
7344,AMENDOIM YOKI 150G JAPONES,167.53
35211,P?O NUTRELLA FRUTAS 500G,167.12
55108,CHA BARAO C/10 13G PRETO,166.90
8300,BEBIDA TAMPICO 2L FRUT CITRICA,166.80
75199,"AZEITONA MUCHO GUSTO 1,01KG SACH GR C/CAROCO",166.56
55105,CHA DE ERVA-DOCE BAR?O DE COTEGIPE CAIXA COM 10 UNIDADES 13G,166.43
72948,PIPOCA KISABOR 100G MICRO MANT,166.23
101757,CARNE BOV EST GAUCHA KG ALCAT PORC RESF,166.18
77948,"SUCO DEL VALLE 1,5L FRESH LARANJA",166.15
80254,DESINFETANTE SANOL 2L ORIGINAL,165.90
54629,CACAO COSTA SUL POSTAS CONG 800G,165.61
72516,TIRA MANCHA VANISH 400G PO WHITE EMB ECON,165.50
81484,CERV ROLETA RUSSA 355ML EASY IPA,165.36
69476,SALAMONIACO APTI 100G,165.21
96791,PAO WICKBOLD 450G INT FORMA,164.97
1579,VINAGRE KOLLER 3L ALCOOL,164.85
82933,BATATA PALHA DEUTSCHIPS TRADICIONAL 500G,164.82
9429,PAO NUTRELLA 450G 14 GRAOS,164.77
105322,"MICRO CRISTAIS DE SILICA GREAT PETS PARA GATOS FINA 4 EM 1 1,6KG",164.70
1981,BALA PIETROBON 150G IOGURTE,164.26
104832,ODORIZADOR GLADE 269ML RF AUT BRISA CITRICA OF ESP,164.14
94655,CAFE DOLCE GUSTO 188G CAPPUCCINO 16 CAPS,164.06
75790,BEBIDA LACTEA PIRACANJUBA 1L. PIRAKIDS CHOC,163.82
68940,MIST BOLO ROSEFLOR 400G AIPIM,163.59
99817,ALCOOL EM GEL IMUNOGEL ANTISSEPTICO 5L,162.71
70715,"ONION RINGS EASYCHEF 1,100KG EMPANADOS",162.32
20706,NECTAR SUVALAN 1L LARANJA,162.07
103330,SUCO TAKY DE UVA 4 LITROS,162.00
98304,GELATINA ROYAL 12G ZR ACUC UVA,161.77
71294,COND NEUTROX 500ML CLASSICO,161.76
16602,EVITA MOFO LIMPPANO 100G INSPIRA NATURAL,161.56
100039,BARRA NUTSBAR CASTANHAS E SEMENTES ZERO SODIO 25G,161.48
105978,CHOC FLORESTAL 90G LEIT BALA BRAZ COFFEE,161.41
65820,BRIGADEIRO AUREA 385G,161.37
77114,DESENG AQUAFAST 500ML LIMAO SQUEEZE,161.35
63445,BIFE EMPANADO PERDIGAO 100G RECHEAD,160.92
84613,CANJIQUINHA BEATRIZ MILHO 500G,160.91
100042,ALVEJANTE BRILHA SUL SEM CLORO 1L,160.70
105159,VELA SANDERO DE CITRONELA 1 UNIDADE 90G,160.64
72405,DESENG VEJA 400ML RF COZINHA ECON,160.34
103376,"FILEZINHO SASSAMI LAR EMPANADO CONGELADOS 1,5KG",160.04
105800,TOALHA BA TEKA 340G 70X130 DRY ROSA,160.00
96492,PIPOCA FRITZ FRIDA 100G MICRO DOC,159.80
84389,IOGURTE BATAVO 100G PED FRUT MORANGO,159.40
75200,"AZEITONA MUCHO GUSTO 1,01KG SACH MI C/CAROCO",159.08
71534,OLEO OLIVIA 500ML PET TRAD,158.94
54464,SALG BILUZITOS 170G BACON,158.80
103305,PIZZA TIA INES BROTO MISTA 130G,158.47
105627,LUVA BRILHUS MULTIUSO AMARELA G,158.27
75319,DOCE FRUTA RITTER 400G MORANGO,158.15
96268,FILE PEITO CARRER 750G RESF,158.06
65905,"DOCE N BONN 1,01KG SORVETE SECO",158.05
46821,IOGURTE NESTLE 90G GREGO. TORTA LIMAO,157.96
92384,TAPETE HIGIENICO SIDEKICK 55X60 CM 30 UN,157.70
2219,SHAMPOO PALMOLIVE NATURALS CERAM FORCE 350ML,157.64
62840,IOGURTE BATAVO 500G GREGO TRADICAO,157.48
96237,ARROZ NAMORADO 5KG,157.20
11906,ESPUMANTE CHANDON 750ML PASSION,157.15
70799,SACO LIXO DOBRASIL 30L ALMOFADA,157.05
104766,CREME DENT COLGATE 150G LUMIN WHIT CARV ATIVO,156.84
10926,BIBS NEUGEBAUER 120G MIX,156.72
102280,FARINHA DE TRIGO SANANDUVA ESPECIAL PARA MASSAS FRESCAS 5KG,156.42
3905,BOBINA CONSERVEBEM 26X40CM 5L PLAST,156.28
60539,LAVA ROUPA GOTA LIMPA 1L BABY,155.53
99054,LINGUICA DE CARNE MALFATTI KG SUINA DEFUMADA,154.99
82500,GIN ETERNITY 900ML.,154.98
89283,COGUMELO INCOTRIL 100G POUCH INTEIR,154.95
6113,BATERIA DURACELL ALC 9V,154.92
62993,CHOC LACTA 90G DIAM NEGRO,154.84
8171,PIZZA SADIA 460G LOMB C/REQ/MUSS,154.83
101401,DOCE DE LEITE MU-MU COM CHOCOLATE 350G,154.73
104001,LIMPADOR DESTAC 750ML LAMIN FLORES CAMP/LAV PR ESP,154.68
1578,VINAGRE KOLLER 500ML MACA,154.65
70742,LIMPADOR UAU 500ML C/3 CLORO LAVANDA LV+ PG-,154.45
58599,CALDO APTI 57G LEGUMES,154.28
31406,ATUM R CRUSOE 170G SOLIDO NATURAL,154.23
7035,MASSA MIOJO 500G YAKISSOBA T 4,154.07
71145,BICARBONATO DE SODIO APTI 1KG,153.85
9741,COPO MINAPLAST C/100 50ML CAFE ABNT 01120,153.75
65494,GELATINA APTI 1KG LIMAO,153.66
52059,VINHO CONCHA Y TORO 750ML RESERV SAUVIG BLANC,153.12
90668,ODORIZADOR GLADE 432ML AERO PROF LAVANDA,153.04
77904,LIMPADOR SAN PATO 40G MARINE,152.54
71496,PAO MALLET 300G C/6 HAMB GERGELIM,152.50
80452,"AMENDOIM GUIMARAES 1,008KG TORRADO INTEIRO",152.48
100036,BARRA DE FRUTA SUPINO VEGANO ZERO ADIC?O DE ACUCAR BANANA E PASTA DE AMENDOIM 24G,152.20
100038,BARRA NUTSBAR CASTANHAS E FRUTAS ZERO SODIO 25G,152.16
8888,ERVA MATE SEIVA PURA NATIVA SEM ACUCAR 1KG,152.11
93521,APARELHO BARB GILLETTE C/1 MACH3. SENS GEL,152.02
92960,CHOC LACTA 85G INTENSE 60% CACAU,152.00
2199,SHAMPOO PALMOLIVE NATURALS MAC PROLONG 350ML,152.00
4799,AMIDO MILHO MAIZENA 200G,151.87
88291,BISC RECH ISABELA 130G CHOCOLATE,151.61
105156,VELA AROMATICA SANDERO DE ROSAS 1 UNIDADE 80G,151.45
3841,ESPUMANTE SALTON 750ML DEMI SEC,151.44
20705,NECTAR SUVALAN 1L ABACAXI,151.34
91008,MORTADELA PROGRESSO 150G,151.30
12877,VINAGRE KOLLER 500ML ALCOOL,151.27
105028,MORTADELA EXCELSIOR 400G. S/TOUC,151.19
98750,VINAGRE NEVAL 750ML ALCOOL,151.00
55106,CHA BARAO C/10 13G CIDREIRA,150.97
79760,PALITO DENTE FIAT LUX C/200 FIAT LI,150.62
65013,GELO GELLATY 3KG,150.59
71207,LAMP TASCHIBRA HALOGENA 70W 220V,150.56
95648,ERVA MATE CRISTALINA 500G TRAD,150.51
62862,CHOCOLATE MILKA 100G ALPINE MILK,150.45
69962,CJ COLHER CHA TRAMONTINA 3PC LEME PRETO,150.21
93769,LEITE FERM BATAVINHO 450G,150.09
105979,CHOC FLORESTAL 90G LEIT AMEND,150.06
56499,APARELHO BARBEAR BIC COMFORT3 L4 P3 PELE NORMAL,149.85
104383,LAVA ROUPA OMO 500ML PURO CUID P/ DILUIR RF ECON,149.67
97481,MOLHO SHOYU KISABOR 150ML,149.60
19069,ABSORV INTIMUS C/16 GEL LV16 PG14 SUAVE C/ABAS,149.54
61236,SALG ELMA CHIPS 103G BACONZITOS,149.24
68953,BISC ZEZE 60G MIGNON CHURRASCO,149.22
2165,POLENTINA QUAKER 500G,149.20
91774,*SOBREMESA LACTEA FRIMESA 200G CHOCOLATE,149.11
87080,LING CALABRESA FRICASA 300G GEMEAS,149.05
89330,TORRADA BAUDUCCO PACK TRADICIONAL 284G,148.89
70874,SABONETE LIQ HEDERA 220ML SACHE OLEO ARGAN,148.87
94564,EMPANADO SOJA SEARA 300G FRANGO,148.71
60281,SACO LIXO STAR 30L PACOTE C/10,148.65
41941,CREME DENT COLGATE 70G MPA NEUTACUC,148.41
86181,LANCHE PROGRESSO 500G FAT,148.19
102869,LIMPADOR YPE 500ML ANTIB MULT SQUEEZE,148.08
98700,QUEIJO RAL PRESIDENT 100G MUSSAR FRESCO,147.93
101772,CARNE BOV EST GAUCHA KG COX DURO PORC RESF,147.52
4650,BEBIDA ADES 1L ABACAXI,147.52
46746,MAIONESE HEMMER 290G TRADICIONAL,147.51
25349,KETCHUP HEMMER 320G TRAD,147.37
106376,QUEIJO RODEIO 400G MUSSAR FAT,147.13
97405,LAVA ROUPA BRILHANTE 500ML LIMP TOT RF ECON,147.12
70597,"SORVETE KIBON 1,5L CREMOSISSIMO FLOCOS",147.11
92382,RACAO MANDAI CAT MULTISABORES 500G,147.00
89282,CHAMPIGNON INCOTRIL 100G POUCH FAT,146.98
103663,ARROZ REI ARTHUR TIPO 1 DE 5KG,146.88
15329,LASANHA SEARA 600G BOLONHESA CONG,146.88
52240,CEBOLINHA JUREIA 300G CONSERV,146.64
102173,DESODORANTE ABOVE AEROSSOL SPORT ENERGY 48H TEEN BOY 150ML,146.44
67852,KIT SHAMPOO+COND DOVE 600ML *RECONST COMPL,146.36
104724,FRALDA GERIAMAX ADULTO G C/20,145.99
76388,PAO LAGO PAO 400G INTEGRAL C/CHIA,145.63
3285,VINHO MARCUS JAMES CHARDONNAY 750ML,145.60
103666,ARROZ REI ARTHUR 1KG BCO TP1,145.46
9099,*GELATINA ROYAL ZERO 12G ABACAXI,145.05
80615,DESODOR ADIDAS 90G AERO DRYPOWER MASC,144.94
75416,BANQUETA MOCHO MEDIO,144.90
75802,"SORVETE KIBON 1,5L CREMOSISSIMO NAPOLITANO",144.88
64987,DETERGENTE ARIEL 2L CONC 50 LAVAGENS,144.76
431,PEPINO JAPONES KG,144.31
87855,FIO DENTAL JADEFROG 125M POPMAX,144.18
100024,AMACIANTE BRILHA SUL AZUL 2L,144.09
65876,MOSTARDA AUREA 6G C/189UN,144.03
67381,AMENDOIM DORI 70G COLORIDO,144.00
105801,TOALHA BA TEKA 340G 70X130 DRY VERDE,144.00
86739,SHAMPOO SKALA 325ML FOR MEN ANTI QUEDA,143.95
87594,DROPS ADAMS HALLS C/21 EXTRA FORTE,143.88
90015,FLAN NESTLE 200G MORANGO,143.68
26961,MOLHO HELLMANNS 370G 3EM1,143.61
44804,VINHO TARAPACA 750ML COSECHA CABERNET SAUVIG,143.33
105890,"SUCO SABORMACA 1,4L MACA",143.12
29485,CARVAO VEGETAL CAMILINHO 3KG,142.71
2230,LIMPADOR AJAX CONCENTRADO FRESH 1L,142.52
101448,CARNE BOV LOV BEEF 400G CUBOS COX MOL RESF,142.48
64988,FILE PEITO FGO SEARA 1KG SUCULENT IQF CONG,142.41
70614,PAO PULLMAN 500G ARTESANO,142.17
59924,GELATINES DOCILE BEIJO 70G,142.11
10837,ESC PRIMAVERA TANK 19,141.84
103987,DETERG FINISH 450G POWER POWDER P/MAQ ADVANCED,141.67
8765,CAFE IGUACU 50G SOLUVEL GRAN REFIL,141.29
92806,COMPOSTO LACTEO NINHO 750G LEPO SACHE INS FORT+,141.07
104754,LINGUICA DE CARNE SUINA RESFRIADA SANTO ANDRE KG,140.92
97438,"AMACIANTE DOWNY 1,35L CONC PERF COLLEC ADORAVEL",140.59
105153,VELA AROMATICA SANDERO DE CANELA 1 UNIDADE 80G,140.45
5745,BISC ZEZE 300G FOLHADO DOCE,140.41
105977,CHOC FLORESTAL 90G LEIT,140.40
65933,"DOCE N BONN 1,05KG SUSPIRO",140.40
63421,"DOCE PETRY 1,8KG GOIABA",140.34
66880,ABSORV MILI C/8 SUAVE DIARIO S/ABAS,140.20
85015,MINI DISQUETI DORI 500G CHOC CONF,140.19
52839,DROPS ADAMS HALLS C/21 MENTA,140.17
33107,FARINHA TRIGO BIONDINA TP1 5KG,139.93
96119,SHAMPOO SEDA COCRI/LISO PERF 425ML,139.92
96269,COXINHA ASA CARRER 750G RESF,139.82
105272,REFRESCO TANG 18G LARAN/MAMAO,139.42
100259,QUEIJO PARMISSIMO PROVOLONE ESPETO 195G,139.11
5376,BISC NESTLE 140G PRESTIGIO,139.05
100117,CREME DENTAL COLGATE TOTAL 12 GENGIVA REFORCADA PRECO ESPECIAL 220G,138.97
100581,"SUCO COSTA REAL UVA TINTO INTEGRAL 1,5L",138.93
69955,SABONETE LIQUIDO HEDERA SACHE ERVA DOCE 370ML,138.86
97113,"BEBIDA LACTEA ELEGE 1,150KG MOR",138.76
28026,MASSA ITALIANY 1KG LASANHA,138.73
