COD_ID_PRODUTO,DES_PRODUTO,total_desconto
79561,BEBIDA MIST NINNOFF 900ML COSMOPOLI,7.54
88191,OLEO COCO QUALICOCO 500ML VD EXT VIRG,7.53
102610,KIT 3 SHAMP PALMOLIVE 350ML NATURALS CERAMI,7.52
7438,SORVETE YOKI 150G CHOC,7.52
70747,LIMPADOR UAU 500ML MULT CLORO ATIVO GATIL,7.50
98040,CAD PANAMERICANA UNIV 1MAT 96F PANDAS KIDS,7.50
96990,CHA LEAO 16G C/10 FUNCIONAL RELAXA,7.50
105811,TOALHA VISITA TEKA 300G 23X41 CANDY SORT,7.50
98560,*SHAMPOO EICO 450ML MANDIOCA,7.49
11689,REFRIG SUKITA 2L PET LARANJA,7.48
94736,COPO VIDU TERERE,7.48
104707,MORTADELA SEARA TRADICIONAL 180G,7.48
92107,*CARNE SUINA SADIA KG COX MOL CONG,7.47
60146,CREME DENT COLGATE 90G TOT12. CLEA MINT L4 P3,7.47
90749,FRALDA CAPRICHO BABY HIPER C/80 P,7.47
102452,ESPUMANTE CLAUDI ONOR MOSCATEL BRANCO 750ML,7.47
102451,ESPUMANTE CLAUDI ONOR DEMI SEC BRANCO 750ML,7.47
105023,BATATA PALHA AGITUS SEM GLUTEN CROCANTE E IRRESISTIVEL 400G,7.44
89750,CERV BLUE MOON 355ML BELGIAN WHITE,7.44
87710,LENCO PAPEL KLEENEX L100 P80 BOX ORIGINAL,7.42
11134,FITA DENTAL JOHNSONS REACH 50M,7.41
85542,ADOCANTE LIQ MAGRO 80ML C/SUCRALOSE,7.38
88441,FARINHA TRIGO NORDESTE 5KG CONFEIT TP1,7.36
26856,SUCO SUVALAN 1L S/ACUC UVA BCA,7.34
80338,COOKIES BAUDUCCO 100G MAXI,7.33
94774,*MASSA CASEIRA DITALIA 1KG NINHO PAPPARDEL,7.32
93855,INSET SBP 35ML 2 RF AERO 50% DESC SEG UN,7.31
94750,MASSA CASEIRA DITALIA 1KG NINHO *TALHARIM,7.30
43938,KALANCHOE DOBRADO P11,7.30
11951,CAFE MELITTA 250G REGIOES CERRADO,7.29
98022,GOIABADA PETRY 7KG,7.25
102014,CACAROLA CAVA CRAQUEADA COM TAMPA DE VIDRO 20CM,7.23
12265,CHINELO HAVAIANAS. TOP PRETO 41/42,7.23
101116,P?O WICKBOLD HAMBURGUER COM GERGELIM 200G,7.22
105720,CARNE BOV MONTANA KG ISCAS PICAN CONG,7.21
98118,"TOMATE SECO BREHM 1,8KG CONSERVA",7.20
89261,SABONETE LIQ SENSUS 1L ERVA DOCE,7.20
100622,VINHO CONDESA LUNA ROSE 750ML,7.20
101197,ALECRIM OAK 25G,7.20
99037,LUBRIFICANTE SPRAY RODABRILL BUCAS 300ML,7.20
18077,BOIA DE BRACO MOR 1802,7.20
105119,PORTA FRIOS OU COM 2 DIVIS?ES E TAMPA COR CHUMBO 1 UNIDADE,7.18
86523,SORVETE TRIVIALY 1L PREMIUM BELGA,7.18
98749,VINAGRE GALO BARCELOS 3L 6% ALCOOL,7.15
63160,SHAMPOO SUAVE 325ML HID NUT OLE COC,7.15
91621,CAFE NESCAFE GOLD 250G TORRADO MOID EQUILIBRIUM,7.14
3987,REFRIG SPRITE 600ML PET,7.08
11493,CERV NORTENA 960ML S/RET ONE WAY,7.08
82321,AMENDOIM DA COLONIA 350G MASCAVO CRI CRI,7.04
105790,GARRAFA MOR 750ML WATER TO GO TRENDY SORT,7.03
104141,CHINELO HAVAIANAS POWER 2.0 MEN PRETO N? 39/40,7.02
42079,MARGARINA DELICIA CREMOSA COM SAL 1KG,7.01
105503,ODORIZADOR GLADE 269ML RF+AP AUT 2P SUAV NUVENS,7.00
104229,LUVA BETTANIN ESFREBOM VERSATIL COM TEXTURTA ANTIDERRAPANTE P.6,7.00
104143,CHINELO HAVAIANAS POWER 2.0 MEN PRETO N? 41/42,7.00
105345,"RAC?O PEDIGREEE PARA C?ES ADULTOS 12 MESES A 7 ANOS DE CARNE, FRANGO E CEREAIS 900G",7.00
74760,COND TRA LA LA KIDS 480ML NUTRI,6.99
104535,TOALHA BA LUFAMAR 400G/M? 70X140 MALBEC,6.98
3218,PORTA FILTRO MELITTA ESTACOES 102,6.98
102861,VINHO FLORA CHILENO ORGANICO CARMENERE TINTO SECO 750ML,6.98
105123,"ORGANIZADOR OU HERMETICO BLOCK COM TAMPA RETANGULAR TRANSPARENTE 1,5L 1 UNIDADE",6.98
716,AIPIM VACUO HENIKA 1 KG UN,6.97
105031,MORTADELA EXCELSIOR 800G C/TOUC RESF,6.96
89688,CREME VEGETAL QUALY 500G VITA C/SAL,6.95
74490,ELIMINADOR ODORES SANOL 2L CITRONELA,6.94
75576,CARNE BOV BEST KG RAQUETE PALET RESF,6.94
96579,ABSORV INTIMUS C/28 ULT ANTI C/ABAS LV+ POR-,6.90
85863,CHICLE BUZZY 172G CROC UVA,6.88
100344,BARRA ATLHETICA NUTRITION PROTEIN BREAK ORIGINAL CHOCOLATE AO LEITE 25G,6.88
99039,SILICONE SPRAY RODABRILL BUCAS MARINE 300ML,6.84
78490,CREME DENT ORAL-B 50G KIDS MICKEY,6.81
95437,CACHACA OURO CABARE GARRAFA 700ML,6.80
101160,PIMENTA APTI EM GR?O PRETA 12G,6.80
58159,ESC DENT ORAL B COMPLETE 5X L2P1,6.78
11667,"*REFRIG GUARANA ANTARC 2,5L PET",6.77
99008,DOCE NBONN CHOCO MOLE PRETA 100G,6.76
81972,BISC KELDOG 400G CROK,6.76
86943,MARCA TEXTO CIS AM,6.75
100254,PAPEL HIGIENICO QUALITE CAMPIONE FOLHA DUPLA LEVE 24 PAGUE 22,6.74
96900,LING SUINA BORRUSSIA KG SUAVE SKIN,6.73
105224,MAIONESE HEMMER TRADICIONAL 200G,6.72
16939,MILHO VERDE 800G DOCE,6.72
93678,COND MONANGE 325G HIDRARA C/PODER,6.71
89384,QUEIJO MAJESTADE 300G PORCO,6.69
87439,REFRIG FANTA 200ML LARANJA,6.68
104013,IOGURTE FRIMESA PROTEIN+ DE BAUNILHA 170G,6.68
92798,PAO DI PADUA 400G TORTA FRIA,6.68
101382,VODKA KISLLA ABSINTO 900ML,6.66
97158,CALZONE TRIVIALY 400G FGO,6.65
95902,DESINFETANTE OMO 500ML LAVANDA,6.65
99013,DOCE NBONN MARIA MOLE 144G,6.64
4083,AGUA TONICA SCHWEPPES 350ML,6.61
103387,SHAMPOO CONDICIONADOR PROC?O NEUTRO 2X1 1LITRO,6.61
19212,POLVILHO DOCE CETIN CORSETTI 500G,6.60
71975,INSET MAT INSET 360ML AERO S/CHEIRO GTS +33%,6.60
85828,ACUCAR UNI?O GLACUCAR 500G,6.56
91834,FIGADO BOV BEST BEEF KG,6.56
103436,KIT SHAMPOO 300ML + CONDICIONADOR 150ML PANTENE LINHA COLAGENO HIDRATA E RESGATA,6.56
102607,CREME DENT COLGATE 70G LUMINOUS. WHITE VINHO,6.53
98997,AROMATIZANTE RODABRILL AROMA AIR LAVANDA 7ML,6.48
93627,MASSA GALO 500G SEMO PENA,6.48
31395,IOGURTE TIROL 130G BI CAMADA GELEIA MORANGO,6.48
74769,CREME PENT TRA LA LA KIDS 300ML NUTRI,6.47
40700,IOGURTE NINHO 170G MACA BANANA,6.46
10517,ABSORV CAREFREE C/40 TODO DIA S/ABAS LV+ PG-,6.46
87477,ARROZ CARRETEIRO 5KG PARBO T1,6.46
1295,FERMENTO FLEISCHMANN 125G INST L125G P100G,6.46
10812,SILICONE JIMO 250ML,6.45
2261,KIT SHAMP275ML+COND175ML NIELY GOLD OL ARGAN POS Q,6.44
96396,KIT PODE TAMPA CRISTALCOPO 250ML,6.42
77679,BRILHUS PA MULTIUSO,6.40
87375,VINHO SAN ESTEBAN 750ML CLASSIC SYRAH,6.40
92967,DES REXONA 150ML CLINICAL AERO MASC S/PERF,6.40
91849,PAO BREAD KING KG INTEGRAL,6.38
99370,FRIGIDEIRA MTA 18CM CEREJA FRANCESA,6.38
90951,TEMPERO KITANO 300G EM PASTA ALHO SAL,6.35
103590,CAFE SOLUVEL MELITTA GRANULADO TRADICIONAL 40G,6.32
15280,ADESIVO QUTIL P/PE CADEIRA 38MM,6.30
69793,"PRESUNTO PERDIG?O KG TRADICIONAL MAGRO 3,5KG (APROX.1UNID)",6.30
76286,AROMA CEPERA 500ML BAUNILHA,6.30
93532,APARELHO DEP GILLETTE C/2 FIXO PREST3,6.24
85471,TEMPERO KARPINSKI 45G C/MOEDOR CUL ARG CHIMICHURRI,6.24
105488,KIT CREME DENTAL COLGATE TOTAL 12 CLEAN MINT PRECO ESPECIAL LEVE+ PAGUE- COM 2 UNIDADES DE 220G,6.24
104442,BISC ISABELA 350G MARIA CHOC,6.22
101882,CONDICIONADOR FROZEN SEDA JUNTINHOS BRILHO ENCANTADO 300ML,6.21
106089,CREME DENT COLGATE 180G C/3 +50G CLEAN PRECO ESP,6.20
1620,CANETA BIC CRISTAL C/3 FINA AZ/PT/VM 855240,6.20
105508,ODORIZADOR PARA AUTOMOVEIS GLADE AUTO SPORT COM APARELHO GRATIS 7ML,6.18
77135,TORRESMO BRASIL SUL PREMIUM EM TIRAS 80G,6.17
86454,MASSA KNORR 500G SEMOLA PARAF,6.16
99200,SABONETE LIQUIDO PALMOLIVE OLEO NUTRITIVO 900ML,6.14
91633,LAVA ROUPA OMO 500G RF CONC LAV PER OFERT+GARRAF 3L,6.12
103990,LAVA ROUPA SURF 800G ROSAS FLOR LIS 5X1,6.07
103315,PANQUECA MARICOTA 600G FGO CONG,6.07
81482,CERV ROLETA RUSSA 500ML IPA,6.04
104122,CHINELO HAVAIANAS BRASIL LIGHT AZUL NAVAL N? 43/44,6.04
104674,MOLHO DE TOMATE BONARE TRADICIONAL 300G,6.03
93525,ESC DENT ORAL-B COLOR COLLECTION C/5UN,6.03
104007,SOBREMESA LACTEA FRIMESA 200G CAFE,6.02
105605,BOLINHO BAUDUCCO 40G CHOC C/BAUN,6.01
5785,CHA PRENDA DE CIDREIRA COM 10 SACHES 10G,6.00
94470,ORGANIZADOR SANREMO 29L AZUL SR941/126,6.00
1217,CREME P/ PENTEAR TRA LA LA 300ML *DESEMB KIDS,6.00
98039,CAD PANAMERICANA UNIV 10MAT 200F RALLY,6.00
104536,CACAROLA CAVA CRAQUEADA COM TAMPA DE VIDRO 18CM,6.00
61881,CERVEJA PATAGONIA ONE WAY WEISSE 740ML,6.00
105113,LIXEIRA OU COM TAMPA E PEDAL CHUMBO 6L,6.00
24329,CORTADOR PIZZA YANG INOX YA19,6.00
98525,CORACAO LETAVO 500G SUINO TEMP CONG,6.00
95670,BROCOLIS VASSOLER 250G,6.00
103113,SNACK PIRAQUE DE BATATA CHURRASCO 60G,6.00
95077,ARROZ TORDILHO 5KG PARBORIZADO,6.00
7745,RALADOR QUTIL 4 FACES,6.00
97071,DESINFETANTE LYSOL 360ML SPRAY FLOR LIMA/LIMAO,6.00
91301,PURIFIC GLADE 269ML RF AUT TOQ MAC OF ESP,5.98
12264,CHINELO HAVAIANAS. TOP PRETO 39/40,5.98
70835,EMPANADO SEARA 1KG TEKITOS CONG,5.98
97464,MASCARA EICO 1KG VIT D,5.97
82545,DETERGENTE DE LOUCA SAIF CONCENTRADO CITRICO 5L,5.97
96684,COND AUSSIE 360ML MEGA MOIST,5.97
85763,ADOCANTE LINEA 250G PO XILITOL,5.97
103060,LOCAO BRONZE HEDERA 200G FPS15 C/OLEO UVB+UVA,5.96
13265,COND PANTENE 400ML LISO EXTREMO,5.96
102462,SABONETE LIQUIDO MONANGE DETOX COM CAPIM-LIM?O E GENGIBRE 240ML,5.95
87487,KETCHUP HELLMANNS 7G C/168,5.94
101999,"COBERTURA HARALD TOP DE CHOCOLATE BLEND 1,010KG",5.94
15917,*PEITO FRANGO EXCELSIOR FAT 1KG,5.94
78585,COND PANTENE 175ML HIDRA VITAMINAD,5.94
105201,SACO DE LIXO ESFREBOM PRETO EM ROLO COM 40 UNIDADES DE 15L,5.93
98336,ERVA-MATE BAR?O EXPORT 1KG,5.92
96273,KIT CANJA CARRER 750G RESF,5.91
101600,CARNE BOV BEST KG ALCAT VACUO PORC RESF,5.89
16536,MANGA PALMER 800G (APROX. 1 UNIDADE),5.89
78252,BISC GERMANI 400G AGUA/SAL,5.88
89429,SHAMPOO+COND ELSEVE 545ML HYDRA DETOX,5.88
105033,MORTADELA EXCELSIOR 800G. S/TOUC,5.86
98122,"OVOS CODORNA BREHM 1,8KG CONSERVA",5.85
103726,CAPA FARDO 50X60 SACOLA ECON,5.82
10231,MOLHO FUGINI 300G TRAD SACHE,5.82
71382,ENXAG BUCAL COLGATE 1L TOT 12 CLEAN MINT,5.80
99576,VINHO ORIGEN 750ML CABERNET SAUVIGNON TINTO 750ML,5.78
106301,LOMBO AURORA 200G BEM LEVE FAT,5.76
103461,PALITINHO QUITANDA DE CHURRASCO 140G,5.76
119,CHUCHU KG,5.75
78498,ABSORV ALWAYS C/8 BASIC SECA C/ABAS,5.73
94146,GEL BARB GILLETTE 71G MACH3 EXT COMFORT,5.71
39092,TOALHA UMED JOHNSONS BABY C48 EXTRA CUIDADO,5.71
99026,LAVA ROUPA OLA NATURALS AGUA DE ROSAS 1L,5.70
82768,FARINHA MANDIOCA YOKI 5KG TORRADA,5.70
95364,SAQUINHO COLETOR PET TOYS CATA CACA COM 3 UNIDADES,5.70
46922,MAMADEIRA NEOPAN DECORADA 70ML AZUL,5.70
97471,MASCARA PANTENE 600ML TRAT BAMBU NUTRE CRESCE,5.69
103981,RAC?O BOLLY PREMIUM PARA GATOS ADULTOS CASTRADOS DE FRANGO 1KG,5.69
104432,AMENDOIM DESCASCADO E TORRADO YOKI DE MOLHO ESPECIAL 150G,5.67
8543,*MORTADELA EXCELSIOR 400G TOMATE SE,5.64
91401,MACARRAO MIOJO CUP NOODLES 72G BOLONHESA,5.64
83288,VINHO APALTAGUA 750ML GRAN VERANO CABERNET SAUVIGNON,5.64
105346,RAC?O PEDIGREE PARA RACAS PEQUENAS E MINIS 12 MESES A 7 ANOS DE CARNE E VEGETAIS 900G,5.63
12272,CHINELO HAVAIANAS TOP MARINHO 39/40,5.62
82,BERINJELA COMUM KG,5.62
5197,CREME PENT SEDA 300ML LISO PERFEITO,5.60
89249,SABONETE LIQ SENSUS 440ML SACHE ERVA DOCE,5.60
104449,RICOTA FRESCA DOM MIRO KG,5.58
105711,BRINQ PLASPOLO ESCAVADEIRA PC KIDS 360,5.58
97192,COND NEUTROX 300ML 24 MULTIBENEFIC,5.58
102731,MIX APERITIVO UNIAGRO 150G EQUILIBR,5.58
99819,P?O LAGO P?O RAMINHO 300G,5.56
31398,BEBIDA LACTEA FRUTIROL 170G MORANGO,5.55
102601,CARNE SUINA SEARA KG ATP LOMBO PED RESF,5.54
5987,APARELHO DEP GILLETTE C/2 FEM PREST3,5.51
98981,QUINOA APTI EM GR?OS 150G,5.50
2924,LIXA DAGUA 3M P80,5.50
95366,PROTETOR DIARIO INTIMUS C/40 ANTIBAC LV+PG-,5.50
104018,IOGURTE FRIMESA ZERO LACTOSE DE COCO 170G,5.49
105991,VINHO MONTE PASCHOAL 250ML FRISANTE MOSC BCO SUAV,5.48
82838,ERVA DOCE KITANO 8G,5.46
30671,QUEIJO TIROL 150G FAT PRATO,5.44
97555,SHAMPOO TRESEMME 670ML GRAT170ML TAM ECO REC/FOR,5.44
85865,CHICLE BUZZY 172G CROC HORTELA,5.44
18934,PAO QUEIJO FORNO MINAS 400G TRADICIONAL,5.42
97547,COND TRESEMME 400ML GRAT100ML TAM ECON RECON/FORC,5.41
105392,BEBIDA GASEIFICADA SAFAD?O DRINK GREEN 2L,5.41
103281,CERV MICHELOB 330ML SUPERIOR LIGHT ULTRA L NECK,5.40
31843,ERVA MATE BARAO 500G TERERE NAT,5.40
7702,ADESIVO QUTIL 17G TIGRE,5.40
5833,CHA PRETO PRENDA COM 10 SACHES 18G,5.40
105820,SHAMPOO COND SEDA 300ML JUNTINHO INF SPIDER HID,5.40
94481,ASSADEIRA PANELUX 27X18CM POLIDA CLASSIC,5.40
5879,CHA PRENDA DE HORTEL? COM 10 SACHES 12G,5.40
90789,CHA LEAO 25G C/10 MATE/GROSEL NEG,5.40
11376,SHAMPOO JOHNSONS BABY 400ML NORMAL,5.40
72957,TEMPERO KI SABOR 40G FAZ ARROZ TRAD,5.40
97554,SHAMPOO DOVE 670ML NUTRITIVE SOLUTIOS RECONSTRUC?O COMPLETA GRATIS 170ML TAMANHO ECONOMICO,5.40
89090,DES REXONA 150ML CLINICAL AERO MASC MEN CLEAN,5.40
101405,ICE CABARE FRUTAS AMARELAS 275ML,5.40
40450,ESC DENT ORAL B PRO SAUDE 7 BENEF 40 LV2 PG1,5.40
95532,TORRADA VISCONTI 120G MANTEIGA,5.38
98379,"DESINFETANTE LYSOL 1,5L MULTISSUP PUREZA ALGODAO",5.36
90786,CHA MATTE LEAO 30G C/10 NAT,5.36
103314,PANQUECA MARICOTA 600G CARNE CONG,5.35
101879,SHAMPOO TIANA SEDA JUNTINHOS CRESPOS ENCANTADOS 300ML,5.35
64612,ESC DENT ORAL B C/2 INDIC 40 MAC,5.35
71824,WHISKY BALLANTINES 750ML FINEST,5.34
14016,MIST MARIA INES PAO FRANCES 25KG,5.34
93064,CARN SUINA SEARA KG ATP COST RESF,5.33
85855,BALA FREEGELLS 584G CEREJA,5.32
86948,HIDROCOR CIS COLORCIS 12 CORES,5.32
104173,PETIT SUISSE FRIMESA 360G FRIMINHO MOR,5.32
93777,CAFE 35 500G GRAO ESPECIAL,5.30
97550,COND DOVE 400ML GRAT100ML TAM ECON NUT SOLUC RECON,5.28
105030,MORTADELA EXCELSIOR 800G S/TOUC RESF,5.28
76595,MANTEIGA PRESIDENT 200G TABLET S/SAL,5.26
92163,BOLO CANECA VITAO 55G ZERO BAUNILHA,5.25
105334,"LAVA ROUPA BRILHANTE 1,6KG .LIMP TOT",5.25
67588,CEREAL ALCA FOODS 200G CORN SUGAR SACHE,5.25
64735,PRESERVATIVO PRUDENCE C/3 CELEBRAT,5.25
11940,CAFE MELITTA 250G TRADICIONAL,5.24
102577,MAIONESE SALADA 3KG PROFISS,5.22
91662,QUEIJO RAL PRESIDENT 50G PARM,5.22
105897,VODKA WALESA 950ML SILVER,5.21
93522,APARELHO BARB GILLETTE C/2 MACH3 SENS GEL,5.20
16352,MASSA ORQUIDEA 500G C/O SEMOLA. FURAD,5.20
24348,*CONCHA YANGZI SILICON C/INOX ELITE R.12068,5.20
77692,PILHA FOXLUX 15G,5.20
54659,RESIST ZAGONEL 220V 5500W LINEA DUCHA,5.20
106136,SABONETE PREMISSE 450ML GTS 100ML ACAI/CAMOMILA,5.20
82271,SECANTE LIMPOL 100ML ABRILHANTADOR,5.20
106516,PRESUNTO SEARA 350G COZ FAT TAM FAMILIA,5.19
105317,FARINHA LACTEA NESTLE 850G RF ORIG EMB MEGA ECON,5.18
94463,LIXEIRA PLASNEW 12L COM PEDAL TAMPA BRANCA 7513,5.16
91286,LIMPA PISOS SAIF 5L,5.16
40158,LA ACO ASSOLAN 60G,5.14
100149,BEBIDA LACTEA PIRACANJUBA UHT ZERO LACTOSE PROTEIN + WHEY COCO 1L,5.12
99635,"VINHO MONTE CARMO TINTO SUAVE PET 1,47L",5.11
101580,ALVEJANTE MAPLE SEM CLORO 1L,5.10
106090,CREME DENT SORRISO 180G C/2 +50G GEL PRECO ESP,5.10
97906,ESC DENT COLGATE C/5 COLOR,5.07
92535,TORRADA ISABELA 142G INTEGRAL,5.07
8716,MASSA BARILLA 500G G D FUSILLI,5.07
87519,"TEMPERO MAGGI 1,1KG CARNE",5.07
100324,MILK SHAKE ATLHETICA 350G BEST DIET BAUNILHA,5.06
3744,FARINHA TRIGO PANFACIL 1KG,5.06
101311,SALG ELMA CHIPS 120G PINGO DOURO BACON CLASS,5.04
103853,SALGADINHO KREKY BATATA ONDULADA ORIGINAL 45G,5.04
95087,BACON CASTRO KG PEDACO,5.04
91216,TEMPERO KARPINSKI 25G ERVAS FINAS,5.04
6896,TESOURA TRAM GERAL 8 COLOR,5.04
104180,"RECHEIO LACTA 1,05KG SUAS CRIACOES SONHO VALSA",5.04
96969,"TIRA MANCHAS VANISH EM GEL MULTIUSO CRYSTAL WHITE SUPER ECONOMIA SACHE 1,2L",5.02
105676,RACAO BIRBO KG CAES TRAD FGO,5.02
105172,ESPUMANTE CORDERO CON PIEL DE LOBO BRUT 750ML,5.00
97072,DESINFETANTE USO GERAL SPRAY PUREZA DO ALGOD?O LYSOL FRASCO 360ML,5.00
104178,"RECHEIO LACTA 1,05KG SUAS CRIACOES LAKA",5.00
104177,"RECHEIO LACTA 1,05KG SUAS CRIACOES LAKA/OREO",5.00
105853,CANECA GLASSRAL 300ML .CERAMICA FLORK SORT,4.98
1083,QUEIJO STA CLARA KG PROVOLONE,4.96
102100,"COBERTURA HARALD TOP EM BARRA CHOCOLATE MEIO AMARGO 1,010KG",4.95
98283,TEMPERO KARPINSKI 65G GENGIBRE PO,4.95
92923,SABONETE LIQ LUX 440ML REFIL ERVA DOCE,4.95
104296,APARELHO DE BARBEAR DESCARTAVEL GILLETTE PRESTOBARBA ULTRAGRIP COM 2 UNIDADES,4.93
75051,CAD CALIGRAFIA PANAMERICANA CD 48F,4.93
74493,SHAMPOO SANOL 500ML ANTIPULGAS,4.93
91219,TEMPERO KARPINSKI 18G CEBOLINHA VERDE,4.92
72959,*QUEIJO PARMISSIMO PROVOLONE FATIADO 150G,4.92
60614,GOMA MASCAR MENTOS UN 56G *UP2U,4.92
102098,"COBERTURA HARALD TOP EM GOTAS CHOCOLATE MEIO AMARGO 1,010KG",4.90
79475,*LIMPADOR CIF 2L MULTIUSO CREMOSO,4.88
32509,CHA LEAO 10G C/10 FUZE BOLDO CHIL,4.86
101884,SHAMPOO MOANA SEDA JUNTINHOS CACHOS ENCANTADOS E DEFINIDOS O DIA TODO 300ML,4.86
89690,MORTADELA MAJESTADE 400G PEQ C/TOUC,4.86
32539,CHA LEAO 16G C/10 VERDE,4.83
82836,COLORIFICO EM PO KITANO 80G,4.83
63438,LASANHA SADIA 600G 4QJO CONG,4.83
106323,DES ABOVE 150ML ELEMENTS AERO MASC CARBON ACTIVE,4.81
94136,ABSORV ALWAYS C/8 BASIC ULTRA SECA C/ABAS,4.80
105822,SHAMPOO SEDA 425ML BOOM HID REVIT TAM ESP,4.80
44340,RACAO WHISKAS KG ADULTO CARNE,4.80
1751,QUEROSENE ILHA 900ML,4.80
104700,ESMALTE CREMOSO RISQUE VERMELHO FELICIDADE 8ML,4.80
104205,SABONETE PROTEX CREAM ANTIBACTERIANO TAMANHO FAMILIA 650ML,4.80
104852,LIMPADOR SANOL PRO PARA VIDROS 1L,4.80
106138,SABONETE PREMISSE 450ML GTS 100ML ALCACUZ/MANGA,4.80
104953,CREME DENTAL SORRISO HERBAL SALVIA E EUCALIPTO +ECONOMICO 140G,4.80
98335,ERVA- MATE BAR?O EXPORT COMPUESTA 1KG,4.77
31773,BEBIDA LACTEA TIROL 900G FRUTIROL COCO,4.77
97924,COND ELSEVE 400ML. LISO SONHOS,4.76
103988,LIMPADOR VEJA GOLD MULTIUSO FLORAL COM 10% DE DESCONTO 500ML,4.71
86451,MASSA KNORR 500G ESPAGUETE SEMOLA,4.71
106058,TAPETE TAPETES JUNIOR 38X56 TECIL OSSO,4.70
8620,MASSA BARILLA 500G G D FARFALLE,4.68
93063,CARNE SUINA SEARA KG ATP BARRIGA PANC TIRA RESF,4.67
93526,ESC DENT ORAL-B 123 C/3UN,4.64
104685,CHOCOLATE AO LEITE NESTLE CLASSIC 150G,4.62
4175,"REFRIG SCHWEPPES 1,5L PET CITRUS",4.61
103101,SAG ELMA CHIPS 120GSY PALITINHO,4.57
101383,VODKA KISLLA BIG APPLE 900ML,4.56
95226,SORVETE TAMAJU 1L ABACAXI,4.56
99040,SILICONE SPRAY RODABRILL BUCAS CARRO NOVO 300ML,4.56
95227,SORVETE TAMAJU 1L MORANGO,4.56
101384,VODKA KISLLA ACAI 900ML,4.56
36665,MASSA MOSMANN 400G INTEGRAL PENNE C/CHIA,4.55
101510,ESCOVA DENTAL JADEPRO LUCCAS NETO COM 1 UNIDADE,4.50
11750,"AGUA MIN PEDRA 1,5L S/GAS",4.50
7086,GARFO TRAM POLYW *VERMELHO,4.50
59544,ADOCANTE PO LINEA 70G SUCRALOSE USO CULINARIO,4.50
91099,REGALIZ DOCILE 70G COLORIDO MORANGO UNICORNIO,4.50
11954,CAFE MELITTA 250G REGIOES SUL DE MINAS,4.50
94042,*SPATHIPHYLLUM P11 C/ FLOR,4.50
93062,CARNE SUINA SEARA KG ATP BISTECA RESF,4.49
100150,BEBIDA LACTEA PIRACANJUBA UHT ZERO LACTOSE PROTEIN + WHEY AMENDOIM 1L,4.48
91213,TEMPERO KARPINSKI 48G CEBOLA,4.48
8835,ACUCAR UNI?O ORGANICO 1KG,4.48
59373,CREME DENTAL COLGATE L4 P3 LUMINOUS WHITE 70G,4.47
35870,BIFINHO KELCO 500G TEKINHOS,4.47
95228,SORVETE TAMAJU 2L BRIGADEIRO,4.47
105987,ESPUMANTE MONTE PASCHOAL 187ML NAT BRUT BCO,4.41
104212,ALFACE CRESPA DORIGATTI UN HIDROPONICA,4.40
103397,GEL DENT CONDOR 50G BABY S/FLUOR BARBIE MOR,4.40
87483,MIST BOLO APTI 300G ZERO CHOC SUICO,4.40
10855,CURATIVO BAND-AID C/40 JOHNSON TRANSP,4.38
21625,MASSA PAGANINI 500G G D PENNE RIGATE,4.34
99009,DOCE NBONN CHOCO MOLE BRANCA 100G,4.33
106432,KIT SHAMP+COND SKALA. 325ML AMOR PODEROSO,4.32
39470,PROTETOR SOLAR CENOURA B 110ML. FPS15 C/COR,4.32
93470,AMACIANTE DOWNY 450ML NATURALS COCO MENT,4.32
94169,CREME PENT PANTENE 240G HIDRATA,4.32
7345,AMIDO MILHO YOKI 1KG,4.32
43629,MORTADELA CONFIANCA SEARA 1KG,4.32
73912,BALA DOCILE 80G GELATINA BRIGADEIRO,4.32
92110,FORMA CANUDO PANELUX 28CM POLIDA CLASSIC,4.30
101880,SHAMPOO FROZEN SEDA JUNTINHOS BRILHO ENTANCADO 300ML,4.29
92463,GEL BOZZANO 300G CONDICIONANTE FATOR 4,4.29
1657,MARCADOR BIC TEXTO VERDE 1200428,4.28
98877,ESTOMAGO BEST BEEF CONGELADO 800G,4.28
99622,"VINHO MONTE CARMO TINTO SECO PET 1,47L",4.27
11670,"*REFRIG PEPSI 2,5L PET",4.27
96192,"BISCOITO GIRASSOL BOLACHA DE MEL COM CALDA 1,3KG",4.27
106433,ELASTICO CAB BONITTA C/100 PROF SORT,4.25
100175,PASTA DE AMENDOIM PUTZ! DOCE DE LEITE 340G,4.20
31775,IOGURTE TIROL 500G KON FRUTAS PESSEGO,4.20
99766,VINHO DECORDI 4FUN ROSE MEIO SECO,4.20
99084,QUEIJO PROCESSADO SANTA CLARA TEMPER CHEESE PROVOLONE 250G,4.20
90790,CHA LEAO 25G C/10 PRETO/FRUT VERM,4.20
32537,CHA LEAO 100G MATTE GRANEL,4.20
105462,AZEITONA LA VIOLETERA 500G VD VERD C/CAROC CONSERV,4.20
103914,PIPOCA KISABOR 100G MICRO NAT C/SAL,4.20
80776,SABONETE LIQUIDO LUX REFIL FLOR VERBENA 200ML,4.20
9803,DESENTUPIDOR PIA BETTANIN TURBO 499,4.18
98037,CAD PANAMERICANA UNIV 10MAT 200F UNICORNIO,4.18
106250,SABONETE PREMISSE 1L ALCACUZ/MANGA,4.17
97567,DESENGRIPANTE JIMO 400ML AERO PENETRIL,4.16
103104,"MOLHO DE TOMATE FUGINI TRADICIONAL 1,7KG",4.16
