COD_ID_PRODUTO,DES_PRODUTO,total_vendido
104725,COXA FGO MACEDO 1KG IQF CONG,675.00
72665,SHAMPOO+COND HEDERA 350ML OLEO ARGAN,674.00
106419,COQUETEL EASY DRINK 500ML LIMAO,674.00
96506,OLEO MISTO QUINTADO VISEU 500ML,674.00
101451,CARNE BOVINA BIFE COX?O DE FORA RESFRIADO LOV BEEF KG,673.23
8858,ERVA MATE SEIVA PURA 1KG C/ACUCAR,673.00
100262,QUEIJO PARMISSIMO PROVOLONE PEDACO 220G,671.00
63202,"DOCE LEITE MUMU 4,75KG",671.00
105996,MIX FRUTAS CELEBRE 100G,671.00
96796,*MASSA WICKBOLD 270G TORTILHA *TA PRON ORIG,671.00
105995,CAIXA NATAL ESQUI PEQ,671.00
95303,CARNE BOV SULBEEF KG MAMIN RESF,670.98
61098,OVOS CODORNA JUREIA 300G CONSERV C/ AZEITONA,670.00
104099,CHINELO HAVAIANAS TRADICIONAL PRETO E BRANCO N? 43/44,670.00
52226,PALMITO JUREIA 300G CONSERV PICADO PAL REAL,670.00
59363,ESPETO MOR SIMPLES 95CM,670.00
99165,CAFE IGUACU CAPPUCCINO CHOCOLATE 200G,669.00
88095,COLORACAO MINI KIT 75G BIOCOLOR CAST MALICI 4,669.00
87518,CHANTILLY APTI 50G,669.00
88971,BALA PECCIN 500G FRUTOMILA SORT,668.00
92129,"INSET RAID 32,9ML 45 NOITES ELET CITRONELA",668.00
101058,MELADO ZIMMER 400G,668.00
101384,VODKA KISLLA ACAI 900ML,668.00
101481,DIFUSOR DE AROMAS GLADE LAVANDA 100ML,668.00
100251,KIT SHAMPOO 300ML + CONDICIONADOR 200ML NEUTROX XTREME,667.00
97550,COND DOVE 400ML GRAT100ML TAM ECON NUT SOLUC RECON,667.00
93643,BISC TODESCHINI 360G MAISENA,667.00
93680,COND MONANGE 325ML QUIM S/DRAMA,667.00
35457,QUEIJO KG LANCHE,666.90
101882,CONDICIONADOR FROZEN SEDA JUNTINHOS BRILHO ENCANTADO 300ML,666.00
106211,CHICLE FLORESTAL 140G HAPPY BOL MOR,666.00
97827,VELA SANDERO VOTIVA SAGRADO CORAC?O DE JESUS N?7,666.00
80248,CREME DENT SENSODYNE 90G ORIGINAL,666.00
105986,ESPUMANTE MONTE PASC 187ML NAT BRUT ROSE,665.00
58259,DESODOR OLD SPICE 93GR AERO MATADOR,665.00
30706,LEITE TIROL 1L DESNATADO,665.00
103713,PASSATA RUSTICA ODERICH PREMIUM 850G,665.00
98156,PAPEL HIG NESS 10X30 C/4 F DUPLA ELX NAT CARE,664.00
86451,MASSA KNORR 500G ESPAGUETE SEMOLA,664.00
86315,REFRIG AGUA DA SERRA 1L LARANJINHA,663.00
103769,SHAMPOO PALMOLIVE 500ML NATURALS CAB OPACO QUEB,663.00
96927,MIST BOLO FLEISCHMANN 350G PETIT GATEAU,663.00
101746,RAC?O MONELLO PARA GATOS DE SALM?O E FRANGO 1KG.,662.00
105987,ESPUMANTE MONTE PASCHOAL 187ML NAT BRUT BCO,662.00
101382,VODKA KISLLA ABSINTO 900ML,662.00
9457,PAO NUTRELLA 450G GRAOS CASTANHA,661.00
106319,PUDIM CREMODIM 120G DOC LEIT,661.00
100499,CREME DENTAL COLGATE SENSITIVE PRO ALIVIO IMEDIATO GENGIVAS 90G,661.00
103320,BALA BUBBALOO SUPER MACIA PATINHAS DE MORANGO 75G,660.00
78480,LENCO UMED PAMPERS 48UN REGULAR,659.00
85257,ALHO PORO GAUER TEMPEROS UN,659.00
70541,LAMP TASCHIBRA LED TKL 500 3000K AMARELA,659.00
104488,FARINHA DE ARROZ BLUE VILLE SEM GLUTEN 1KG,659.00
88963,BALA TRI BALA 500G 2 FRUT SORT,659.00
86262,GEL COLA HEDERA STYLE HAIR EXTRA FORTE 150G,659.00
101857,"SAL BR SPICE 1,010KG PARRILLA P/ CHURR CHIMICHU",658.00
104459,SOBRECOXA FGO CARRER 750G RESF,658.00
96116,SHAMPOO SEDA BABOSA/OLEO RAY 425ML,658.00
65455,CHOC EM PO APTI 500G,658.00
105799,BARRA PROT NUTRATA 40G WHEY GREGO. BAR DOC LEIT,658.00
6184,CERA BRAVO 750ML FLASH AMARELA,658.00
80678,CREME PENTEAR MONANGE 300ML PRE POS QUIMICA,658.00
10258,OLEO IPIRANGA 200ML 2T,657.00
41944,ABSORV S LIVRE C/16 NOT C/ABAS LV+ PG-,657.00
105734,"CEBOLA ALHOS TIN 1,01KG BOM GOSTO PICADA",657.00
4694,ANIL IMPERIAL 11G C/4 RECKIT,657.00
65873,BEIJINHO AUREA 365G C/COCO,656.00
98612,SHAMPOO TRA LA LA 480ML KIDS 2EM1 MENINAS,656.00
101130,P?O WICKBOLD DO FORNO PARA HAMBURGUER SABOR BRIOCHE 320G,656.00
104121,CHINELO HAVAIANAS GOLD TOP ROSE 39/40,655.00
100126,KETCHUP QUERO TRADICIONAL 300G,655.00
62475,MASSA ADRIA 500G G D PENNE,655.00
103987,DETERG FINISH 450G POWER POWDER P/MAQ ADVANCED,654.00
105650,FIGURINHA COPA MUNDO PANINI,654.00
43067,PEITO FGO QUINTA VALE 150G COZ DEF FAT,654.00
106209,CHICLE FLORESTAL 140G HAPPY BOL TUTTI FRUTTI,654.00
83111,QUEIJO FRIOLACK KG COALHO,653.94
65474,PUDIM APTI 1KG PO BAUNILHA,653.00
97438,"AMACIANTE DOWNY 1,35L CONC PERF COLLEC ADORAVEL",653.00
31865,MACA SECA BARAO C/CANELA 40G,653.00
2579,BANANA DACOLONIA 180G ZR ACUC,653.00
8894,CAFE MELITTA 200G CAPUCCINO TRADICIONAL,653.00
86942,FLUTUADOR BUSCHLE LEPPER 200G MARGARINA,653.00
35765,CAPELETTI ITALIANY 500G FGO RESF,652.00
44119,FRANGO SEARA KG INTEIRO CONG ASSA FACIL,651.84
105990,VINHO MONTE PASCHOAL 250ML FRISANTE MOSC ROSE SUAV,651.00
80216,CHA NATURAL TEA 335ML HIBISCO,651.00
106054,LIMPADOR BEL PISCINAS 2KG SULFATO ALUM,651.00
94655,CAFE DOLCE GUSTO 188G CAPPUCCINO 16 CAPS,650.00
65896,"FONDANT N BONN 1,05KG LEITE",650.00
60885,RACAO VITAL 5KG AVES POEDEIRA GRAN,650.00
99714,MISTURA PARA BOLO FLEISCHMANN COCO 390G,649.00
91335,VINAGRE FILLIPINI 4L ALCOOL UVA,649.00
103906,BISC HERMES 270G MANT,649.00
3147,ESPUMANTE GARIBALDI 750MLCHARDONNAY BRUT,648.00
66972,ESC DENT SENSODYNE MULTI PROTECAO MACIA,648.00
104112,CHINELO HAVAIANAS BRASIL LIGHT BRANCO N? 39/40,648.00
103911,REMOVEDOR GIOCA QUEROSENE 800ML,647.00
104125,"CHINELO HAVAIANAS ALOHA MEN PRETO, PRETO E BRANCO N? 41/42",646.00
104295,VODKA MONTILLA 3X DESTILADA 1L,646.00
83105,QUEIJO FRIOLACK KG COALHO PALITO,645.47
100112,"LIMPADOR AJAX PERFUMADO FLORES DE LAVANDA FESTA DAS FLORES 3,8L",645.00
98490,PE MOCA DACOLONIA 130G PCT,645.00
98980,LAMPADA TASCHIBRA LED 3000K 80/12W,645.00
11448,*AZEITE OLIVA COCINERO 500ML PET EXT VIRGEM,645.00
99712,CHANTILLY FLEISCHMANN GRAN FINALE 1L,644.00
96741,PIZZA SEARA 450G GOURM *MARGUERITA,644.00
85855,BALA FREEGELLS 584G CEREJA,643.00
91154,MASSA MOSMANN 3KG SEMOLA TALHARIM,643.00
98283,TEMPERO KARPINSKI 65G GENGIBRE PO,643.00
102869,LIMPADOR YPE 500ML ANTIB MULT SQUEEZE,642.00
104260,HAMBURGUER BEST BEEF 480G TRAD CONG,642.00
43826,PHALAENOPSIS MINI P09,642.00
106598,BISC RECH BISCOBOM 90G ONIX CHOC BAUN,642.00
98477,SUPLEMENTO ENGOV AFTER 250ML ALIM CITRUS,640.00
97692,KIT SHAMP SEDA 325ML C/3UN CERAMIDAS,640.00
4136,VELA CHAMA ESTRELA CONSERV COM 4UNIDADE,639.00
5456,SOPAO MAGGI 200G CARNE C/LEGUMES,639.00
39300,ALGODAO COTTON BABY 95G BOLA BCO,639.00
105983,DESINFETANTE PATO 750ML LIMP PROF GEL FRUT EST,638.00
53741,NATA STA CLARA 200G ZERO LACTOSE,638.00
98470,TACA DE GIN TONICA NADIR 600ML,638.00
99845,ERVA MATE XIMANGO 1KG TRAD,638.00
77993,"VINHO SAN MARTIN 1,4L BCO SECO",637.00
7752,"INSET RAID 32,9 ML 45 NOITES RF EUCALIPTO",637.00
14404,TOALHA VISITA TEKA 250G 23X38 CIRANDA SORT,637.00
81481,CERV ROLETA RUSSA 500ML APA,636.00
34499,SHAMPOO ELSEVE OLEO EXTRAORDINARIO NUTRIC?O 400ML,636.00
105962,CERV LAGUNITAS 350ML IPA INDIA PALE ALE,636.00
7931,IOGURTE PIA ESSENCE 800G MORANGO,636.00
95333,LIMPADOR CIF 500ML TIRA LIMOO,636.00
102649,PREPARADO LIQUIDO EASY DRINKS DE FRUTAS MARACUJA COM PEDACOS DE FRUTAS 100G,635.00
105505,ODORIZADOR GLADE 70G .GEL LIVR/LEV/LILAS,635.00
106313,SNACK PIRAQUE 100G GERG,635.00
97829,VELA SANDERO VOTIVA SANTO EXPEDITO N?7,635.00
64183,COND PALMOLIVE 350ML CERAMIDAS,634.00
2000,CHOC CLASSY 500G BRANCO,634.00
83570,CERV EISENBAHN 355ML AMER IPA L NECK,633.00
101650,POTE PICOLE TRIVIALY COM COBERTURA DE BRIGADEIRO 312G COM 6 UNIDADES,633.00
68859,CARNE SUINA PERNIL COM PELE DITALIA KG,632.67
106466,BEBIDA LACTEA PARMALAT 250ML WHEYFIT COC/BAT,632.00
96740,PIZZA SEARA GOURMET DE CALABRESA 450G,632.00
96094,"DESINFETANTE OMO 1,75L EMBAL ECONOM LAVANDA",632.00
103430,AREIA HIGIENICA WHITECAT PARA GATOS 2KG,632.00
89320,PAO MEL KLAIN 500G NATURAL,632.00
95858,VINHO ARGENTINO CORDERO CON PIEL DE LOBO MALBEC 750ML,631.00
102464,BEBIDA MISTA MIKES HARD LEMONADE DE LIM?O VODKA E SUCO DE LIM?O 269ML,630.00
80103,CAFE LOR 140G VIDRO SOLUVEL TRAD,630.00
91431,CERV IMIGRACAO 500ML PREMIUM,630.00
474,ROMA KG,629.30
96508,DOCE PETRY 1KG BRIGADEIRO,629.00
101887,CONDICIONADOR MOANA SEDA JUNTINHO CACHOS ENCANTADOS E DEFINIDOS O DIA TODO 300ML,629.00
16831,ANTISSEPTICO LISTERINE 500ML ZR LV500 PG350ML,629.00
106418,COQUETEL EASY DRINK 500ML MOJITO,629.00
70317,MASSA PIZZA ITALIANY 150G INTEGRAL,629.00
95754,SALSINHA HIDROPONICA BRATI UN,629.00
664,,628.15
95091,LENTILHA TORDILHO 500G,628.00
97405,LAVA ROUPA BRILHANTE 500ML LIMP TOT RF ECON,628.00
96272,PESCOCO FGO CARRER 750G RESF,627.00
103827,DETERGENTE JIMO EM PASTILHAS CONCENTRADO EMBALAGEM ECONOMICA LEVE MAIS POR MENOS COM 50 UNIDADES DE 20G,627.00
80450,"AMENDOIM GUIMARAES 1,008KG TORRADO SALGADO",627.00
98992,MISTURA PARA BOLO APTI SEM GLUTEN BAUNILHA 300G,626.00
7370,SHAMPOO HEAD SHOULDERS 200ML ANTI-COCEIRA,626.00
76245,MOLHO PIMENTA CEPERA 60G EXT FORT,626.00
93503,LENCO UMED PAMPERS 48UN ALOE VERA,626.00
105764,LIMPADOR GUIMARAES 5L RF PERF MULT C/BICARB +ALC,626.00
36949,ACUCAR BAUNILHA APTI 500G,626.00
12279,CHINELO HAVAIANAS TOP MARINHO 43/44,625.00
97768,LOCAO HID SKALA 400ML OLEO ARGAN,625.00
1276,ESSENCIA FLEISCHMANN 30ML BAUNILHA,625.00
100427,BOLINHA DE CALABRESA MALLET CONGELADO 1KG,624.00
99636,BALA DE GELATINA DOCILE GELATINES MIX DE FRUTAS 70G,624.00
77425,PILHA FIAT LUX C/4 PEQ AA,624.00
104029,DESINFETANTE MAPLE MARINE 5L,624.00
88072,COLORACAO MINI KIT 75G BIOCOLOR PRETO FUND 1,624.00
73222,ROLO ADESIVO NOVICA 1 ROLO + 2 RF,623.00
214,LIMAO SICILIANO KG,622.18
91869,"RACAO BOLLY TODO DIA 10,1KG CAES ADULTOS",622.00
103070,DIFUSOR DE AROMAS GLADE AGUAS FLORAIS 100ML,622.00
94042,*SPATHIPHYLLUM P11 C/ FLOR,622.00
78489,CREME DENT ORAL-B 50G KIDS MINNIE,621.00
35479,PURIFIC GLADE 269ML AP AUT 3X1 LAVANDA/VANILA,620.00
8743,CAVA FREIXENET 750ML NG CORDON,620.00
18651,CAFE D GUSTO 160G AULAIT 16 CAP,620.00
87425,VINHO CAVIC BRANCO MEIO SECO 750ML,620.00
97191,COND NEUTROX 300ML XTREME,619.00
75376,BOLINHO DE TILAPIA NATUFISH EMPANADO CONGELADO 300G,618.00
105453,AZEITONA LA VIOLETERA 160G VD VERD FAT CONSERV,618.00
4474,CAFE NESCAFE 300G C/ LEITE,617.00
87554,COBERTURA NESTLE 1KG CHOC BLEND,617.00
102017,CANECA DE CHOPP GLASSRAL DO GREMIO 370ML,617.00
40261,MORCELA BRANCA STA CLARA 230G,616.00
105149,VELA SANDERO DE CANELA COM 8 UNIDADES 18G,616.00
101679,GARRAFA TERM MOR 1L USE FARROUPILHA BEGE,616.00
39901,SHAMPOO DOVE 400ML OLEO NUTRICAO,616.00
89168,"COBERT KLAIN 1,010KG LASCAS AO LEIT",616.00
66894,FARINHA DE TRIGO AREGENTINA TIPO 1 25KG,615.00
71292,SHAMPOO OX 400ML LISO,615.00
95120,GELO GELEI 10KG,613.00
103393,ESC DENT CONDOR C/2 INF MACIA SUAV AVANGERS L2 P1,613.00
64638,ESC DENT ORAL B INDIC 35 LV2 PG1,613.00
13430,MOLHO POMAROLA 300G BOLONHESA,612.00
100796,MOSTARDA ODERICH 3KG,612.00
13264,COND PANTENE 400ML HIDRATACAO,611.00
88931,CHOC TRENTO 480G MASSIMO BRANC C/COOKIES,611.00
11804,AGUA MIN CRISTAL TERRA 2L C/GAS,611.00
93827,"SUCO DEL VALLE 1,5L VD UVA",610.00
80537,IOGURTE VIGOR 100G NATURAL 3 GRAO TRADICIONAL,610.00
3116,CEREAL NATURALE 600G MOR. AV. E CHOC,610.00
103834,"IOGURTE BATAVO DE GRAVIOLA EMBALAGEM ECON?MICA 1,15KG",610.00
103386,CARNE BOVINA COSTELA RIPA CURTA CONGELADA BEST BEEF ANSELMI KG,609.24
105309,BOMBOM NESTLE CHARGE 370G,609.00
101779,FARINHA DE MANDIOCA CALD?O MEDIA TIPO 1 500G,609.00
100948,CERV BADEN 350ML CRIST PILSEN,608.00
7767,BEBIDA LACTEA PIA 180G COCO,608.00
65118,CERA RODABRILL PASTA 200G,608.00
16602,EVITA MOFO LIMPPANO 100G INSPIRA NATURAL,607.00
105147,"VINHO SAN MARTIN ROSE SUAVE 1,4L",607.00
93509,KIT SHAMPOO 400ML + CONDICIONADOR 175ML PANTENE PRO-V MICELAR PURIFICA E HIDRATA PRECO ESPECIAL,607.00
50969,CASTANHA PARA UNIAGRO 30G,607.00
96900,LING SUINA BORRUSSIA KG SUAVE SKIN,606.66
7468,ERVILHA YOKI PARTIDA 500G,606.00
102822,DESODOR SANI ALL 35G PLUS AP BASTAO SANIT FLORAL,606.00
96579,ABSORV INTIMUS C/28 ULT ANTI C/ABAS LV+ POR-,605.00
103015,VENTILADOR BRITANIA PROTECT 30 PR 60W 220V,605.00
84461,FERMENTO BIOLOGICO ITAIQUARA FRESCO FORTE 500G,605.00
93530,APARELHO DEP GILLETTE C/5 PREST3 L5 P4,604.00
77424,PILHA FIAT LUX C/4 PAL AAA,604.00
101155,CEBOLA PETRY EM VINAGRE TINTO CONSERVA 520G,604.00
82618,OSSO SUINO FILOS 100G NATURAL,603.00
105639,AGUA TONICA ST PIERRE 270ML SUGAR FREE,603.00
42443,AGRIAO HIDROPONICA MEINERZ UN,603.00
106150,ERVA MATE CRISTALINA 500G C/ACUC SUAV,603.00
106149,ERVA MATE CRISTALINA 500G MOIDA GROSSA,602.00
70853,FRALDA HUGGIES TRIPLA PRO HIPER TAM M C/92,602.00
93497,FRALDA PAMPERS SUPERSEC XXG 64,602.00
91227,TEMPERO KARPINSKI 35G LOURO,601.00
73459,TORTA BECK BECK 600G SALGADA ESPINAFRE,601.00
72666,SHAMPOO+COND HEDERA 350ML LISO PERFEITO,601.00
101776,"RAC?O PARA C?ES MONELLO ADULTOS TRADICIONAL DE FRANGO 10,1KG",601.00
96106,COND SEDA 425ML BABO/OLEO RAYZA,600.00
95625,RACAO BIRBO 15KG CAES TRADIC FRANGO,600.00
105249,SACO LIXO PESADAO 15L C/20 TRANSP ALMOFADA,599.00
59681,PETISCO PEDIGREE 45G DENTASTIX RACAS PEQUENAS,599.00
85820,BISC BELVITA 225G MEL CACAU,598.00
101850,FRALDA DESCARTAVEL HUGGIES TRIPLA PROTEC?O XXG PACOTE COM 32 UNIDADES,597.00
102051,TOALHA RO LUFAMAR 340G/M? 45X75 AZUL,597.00
95034,RUCULA BRATI UN CONVENCIONAL,597.00
85617,BEBIDA LACTEA STA CLARA 1KG SACO SALADA FRUTA,597.00
62823,SACO LIXO CASAFORT C/20 15L PRETO,596.00
104118,CHINELO HAVAIANAS BRASIL LIGHT AZUL NAVAL N? 37/38,596.00
95040,AGRIAO BRATI UN CONVENCIONAL,596.00
84334,KIT SHAMP 400ML+COND 200ML.TRESEMME DETOX CAPILAR,596.00
103774,SABONETE PROTEX CARV?O DETOX LEVE 8 PAGUE MENOS 680G,596.00
87555,"CALDO MAGGI 1,01KG GALINHA",596.00
81678,SHAMPOO+COND HEDERA 350ML SOS BOMBA,595.00
103239,"ABACAXI POLPA NORTE FRUTA CONGELADA 1,02KG",595.00
102015,TACA PARA CERVEJA GLASSRAL FAIXAS DO GREMIO 300ML,594.00
77135,TORRESMO BRASIL SUL PREMIUM EM TIRAS 80G,594.00
98489,PE DE MOLEQUE DACOLONIA 120G,593.00
71499,PAO MALLET 300G C/6 HAMB MULTIGR,593.00
101849,FRALDA DESCARTAVEL HUGGIES TRIPLA PROTEC?O M PACOTE COM 42 UNIDADES,593.00
106517,MORANGO MULLER 1KG,593.00
104673,"EXTRATO DE TOMATE BONARE GOURMET SUPER CONCENTRADO DE USO PROFISSIONAL 1,7KG",593.00
1676,MAIONESE ODERICH 170G TARTARO,591.00
78669,NOZ MOSCADA PO APTI 28G TUBO,590.00
29326,ERVA MATE SEIVA PURA 500G TERERE LIMAO/MENTA,589.00
97420,BISCOITOTRIPLE COBETURA CHOCOLATE NESTLE NEGRESCO PACOTE 120G,589.00
99115,RICOTA RODEIO KG,588.86
69391,BACIA PLASNEW 11L,588.00
90387,FILTRO ASPIRADOR ARNO FILTRONS SMART 10,588.00
106601,"BISC BISCOBOM 1,5KG SORT TAM FAMILIA",588.00
88090,COLORACAO MINI KIT 75G BIOCOLOR PRETO AZUL 2,587.00
94658,ABSORV INTIMUS C/28 EXT SUAV C/ABAS DIA/NOITE L+ P-,586.00
96881,KIT EXPRESSO 3 CORAC?ES FORTE LEVE 3 PAGUE 2 240G,586.00
104032,KIT SHAMP+COND SKALA 325ML. CAFE VER PR ESP,586.00
81522,TIRA MANCHA SEMORIN 100ML,586.00
89384,QUEIJO MAJESTADE 300G PORCO,586.00
98978,LAMPADA TASCHIBRA LED 3000K TKL 100/17W,586.00
1673,MAIONESE ODERICH 170G ERVAS FINAS,585.00
101852,FRALDA DESCARTAVEL HUGGIES TRIPLA PROTEC?O G PACOTE COM 36 UNIDADES,585.00
65473,PUDIM APTI 1KG PO CHOC,583.00
99657,"TIRA MANCHA VANISH 1,2KG EMB ECON MULT POWER",583.00
8848,ACUCAR UNI?O 500G LIGHT,583.00
42440,RUCULA HIDROPONICA MEINERZ UN,583.00
102575,AVE NATALINA MACEDO KG GRAN AVE TEMP CONG,582.19
106136,SABONETE PREMISSE 450ML GTS 100ML ACAI/CAMOMILA,582.00
106025,SHAMPOO SEDA 425ML JOIAS NATUREZA REST TAM ECON,582.00
79454,ACUCAR GASPARIN PREMIUM CRISTAL 1KG,582.00
102473,PRATO FUNDO NADIR DURALEX PETALA,582.00
68860,CARNE SUINA DTALIA KG PALET C/PELE TEMP RESF,580.97
103937,TACA NADIR BORONE 1 UNIDADE,580.00
1574,VINAGRE KOLLER 3L TINTO,580.00
97379,QUEIJO FRIOLACK KG COALHO OREG PALITO,579.25
5241,LUSTRA MOVEIS POLIFLOR 200ML LAVANDA,579.00
104102,CHINELO HAVAIANAS BRASIL LIGHT PRETO N? 35/36,579.00
4637,ISCA MORTEIN C/6 MATA BARATAS,579.00
77927,PURIFIC GLADE 269ML AUTOMAT AP TOQUE MACIEZ,579.00
15412,OLEO SOJA LIZA PET 900ML,579.00
101268,TEMPERO OAK MIX PIMENTA 30G,578.00
72501,"AMACIANTE CARNE APTI 1,010KG",578.00
98758,"DETERG ARIEL 1,8L EMB ECON USO GERAL",578.00
101149,NOZ MOSCADA EM GR?O APTI 8G,577.00
60737,SODA CAUSTICA GOTA LIMPA 1KG ESCAMA,576.00
65495,GELATINA APTI 1KG MORANGO,576.00
69966,CJ GARFO TRAM INOX 3PC LEME PRETO,576.00
81221,AGUA MIN PURIS 20L,576.00
93527,ESC DENT ORAL-B COLOR COLLECT C/4UN,575.00
61481,CJ MEIA CONVOY BAIXA,575.00
100530,SACOS EXTRUSA-PACK PICOTADOS 30CMX38CM COM 500 UNIDADES,575.00
16187,"BALAO CONFESTA C/50 LISO SORT 7,0",575.00
103745,MISTURA PARA BOLO FLEISCHMANN BROWNIE DE CHOCOLATE 400G,574.00
85676,PIRULITO POP MANI 672G MAXXI MORANGO,574.00
105187,LAVA ROUPA TIXAN YPE 4KG SENS CONC S/PERF,573.00
95071,ARROZ BRILHANTE 5KG BCO,573.00
81486,CERV IMIGRACAO 500ML EXPORT,573.00
92685,RISOLES MALLET 400G FRANGO CONG,573.00
92462,GEL BOZZANO 300G COND FATOR 2,573.00
102466,BEBIDA MISTA MIKES HARD LEMONADE DE TANGERINA 269ML,573.00
67120,TORTA PAVE 700G CONG,572.00
98930,BATATA DOCE KG AMARELA,571.23
95787,CREME DENTAL COLGATE 70G COM 4 UNIDADES LUMINOUS WHITE CARV?O ATIVADO,571.00
100429,CROQUETE DE QUEIJO MALLET CONGELADO 1KG,571.00
40470,APARELHO DEP GILLETTE C/4 PREST3 FEM L4 P3,569.00
85461,TEMPERO KARPINSKI 60G C/MOEDOR MIX PIMENTA,568.00
3262,ERVA-MATE BERNARDON SUAVE 1KG,568.00
98423,ESPUMANTE LOMA NEGRA 750ML BRUT,568.00
13440,PATE ATUM COQUEIRO SACHE 170G PIMENTA,568.00
105660,VODKA TAIGA 200ML PLATINUM,568.00
87853,LIMPADOR LINGUA JADEFROG UN MAX CLEAN,567.00
60886,MILHO VICATO 5KG MOIDO INTEGRAL,567.00
103469,AGUARDENTE 51 COMPOSTA OURO 965ML,566.00
96564,MIST JUREIA 1KG PASSAROS LIVRES,566.00
32530,CHA LEAO 20G C/10 FUZE ERVA DOCE,566.00
83884,VINHO CEPAS PRIVADAS 750ML MALBEC,566.00
103669,"MOLHO DE TOMATE ODERICH TRADICIONAL 1,01KG",566.00
94858,FORMINHA PAPEL CONFESTA N4 C/100 AZUL CLARO,566.00
91365,CARNE BOV ANSELMI KG COST GREL CONG,565.65
104299,PIZZA TOSCANA DE SABOR TOSCANA CONGELADA 600G,565.00
4840,CREME MAGGI 68G CEBOLA,565.00
65818,"DOCE LEITE AUREA 4,8KG",565.00
104306,"ACAI MARE ACAI 3,6KG TRAD C/GUAR CONG",564.00
102732,MIX COQUETEL UNIAGRO EQUILIBRIO 150G,564.00
106281,RACAO PEDDY 25KG CAES CARNE,564.00
99896,SALG ELDORO 350G QJO NACHO EMB ECON,563.00
104922,SHAMPOO ANTICASPA CLEAR BOTANIQUE ANTICOCEIRA LEVE 400ML PAGUE 330ML,563.00
101277,CHEIRO VERDE OAK 10G,563.00
75202,"COGUMELO MUCHO GUSTO 1,01KG FAT SAC",563.00
101751,"RAC?O MONELLO PARA C?ES SENIOR DE FRANGO, ARROZ E BETERRABA SEM CORANTE 1KG",563.00
96778,CANECA DE CERAMICA GLASSRAL GAUCHO 300ML,563.00
5540,REPELENTE REPELEX 200ML AEROSOL,563.00
105521,CARNE BOV FRIGON KG COX MOL S/O RESF,562.06
82420,ISCAS FRANGO LAR 700G,562.00
85864,CHICLE BUZZY 172G CROC TUTTI FRUTTI,562.00
66427,SHAMPOO HEAD SHOULDER 400ML OLEOSIDADE,562.00
106182,SALSA/CEBOLINHA HORTI MARIN UN,561.00
80712,LENCO UMED HUGGIES WIPES 3X1 C/48,561.00
43014,ESM RISQUE 8ML CREM CARMIM,560.00
105658,IOGURTE NESTLE 140G MOLICO TRIP ZR MOR,560.00
89936,MASSA DITALIANE 1KG COLONIAL C/OVOS TALHARIM,560.00
100590,EMBALAGEM GALVANOTEK 400ML C/10 POTE TAMPA G303,560.00
106291,"NATA LATVIDA 3,5KG BALDE",560.00
98007,MEIO ASA CARRER 750G RESF TEMP,559.00
88973,CHICLE BLONG 200G HORTELA,559.00
103383,CEREAL MATINAL KELLOGGS SUCRILHOS DE CHOCOLATE 240G,559.00
87484,MIST BOLO APTI 300G S/GLUT CHOC TRUFADO,559.00
8387,MORTADELA EXCELSIOR CALABRESA 400G,558.00
105822,SHAMPOO SEDA 425ML BOOM HID REVIT TAM ESP,557.00
103977,MIX UNIAGRO 150G EQUILIBR S/SAL NUTS SEMENTES,557.00
28808,PURIFIC GLADE 12ML TOQ FRESC 50% LAVANDA,557.00
2691,PRODUTO FALTANTE #2691,557.00
103168,PROTEINA DE SOJA BLUE VILLE DE CARNE DE FRANGO CLARA 400G,557.00
106020,DESINFETANTE MR MUSCULO 400ML TIRA LIMO RF ECON,556.00
26153,SHAMPOO ELSEVE ARGININA RESIST X3 400ML,556.00
101214,MANJERICAO OAK 18G FLOCOS,556.00
10477,FAR TRIGO MARIA INES MASSA FRES 5KG,555.00
8609,MASSA BARILLA 500G G D CAPELLINNI,555.00
105173,ESPUMANTE CORDERO CON PIEL DE LOBO DEMI-SEC BRANCO 750ML,555.00
105981,DESINFETANTE PATO 750ML LIMP PROF GEL BOUQ FLORES,554.00
88096,COLORACAO MINI KIT 75G BIOCOLOR MARROM NAT 6.7,554.00
105750,BARRA PROT BANANA BRASIL 50G PROTEIN+ COOKIE,553.00
36812,ESC DENT ORAL-B KIDS MICKEY,553.00
7445,SORVETE YOKI 150G MORANGO,553.00
71140,RACAO PURINA BONZO 18KG,553.00
104925,CHOCOLATE LACTA INTENSE NUTS DE AMENDOAS E CARAMELO SALGADO COM 40% DE CACAU 85G,553.00
105347,RAC?O WHISKAS PARA GATOS PREMIUM DE FRANGO 900G,553.00
87288,MASSA MINI PASTEL 10CM COLONIAL DITALIANE 800G,553.00
40399,AVE SEARA FIESTA KG RECH ASSA FAC,552.26
97762,"AMACIANTE YPE CONCENTRADO BLUE 1,5L",552.00
68708,ARROZ KIARROZ 5KG BRANCO,552.00
103790,ERVA-MATE DE VALERIOS SEM ACUCAR 500G,552.00
3397,MIX CAIPIRINHA 51 23G LIMAO,551.00
14603,MIST FAR TRIGO MARIA INES 5KG INTEG,551.00
17993,PROTETOR CERDAS JADEFROG C/4UN,551.00
97366,KIT SHAMP 350ML+COND 175ML PANTENE REST,550.00
84890,FUNNY BUNNY SUPRA 500G DELIC HORTA,550.00
9480,OLEO KING 100ML MULTIUSO,549.00
