COD_ID_PRODUTO,DES_PRODUTO,total_vendido
104843,BATATA FRITA LISA FRITURARTE RUSTICA SEM GLUTEN 350G,4481.00
70902,*AGUA SANITARIA GIRANDO SOL 5L,4477.00
105893,INSET PROINSET 350ML AERO MULTI,4469.00
5560,*ACHOC BLUE VILLE 300G SACHE,4467.00
70967,REFRIG FANTA 350ML GUARANA,4460.00
86387,COCKTAIL ALCOOLICO GASEIFICADO ICE KIWI 275ML,4459.00
8056,SABONETE ALMA DE FLORES 130G,4457.00
105848,BEBIDA ENERGETICA RED. BULL 250ML MOR/PESSEG,4457.00
69109,BISC ZEZE 200G AGUA SAL,4451.00
89330,TORRADA BAUDUCCO PACK TRADICIONAL 284G,4449.00
98750,VINAGRE NEVAL 750ML ALCOOL,4447.00
104786,CARNE SUINA COSTELA COM OSSO CONGELADA SEARA RESERVA KG,4441.94
105115,LIXA D AGUA 3M UN 230X280MM 331Q P80,4441.00
93670,SHAMPOO MONANGE RESTAURO QGOSTO 325ML,4437.00
69958,SABONETE LIQUIDO HEDERA ERVA DOCE SACHE 200ML,4436.00
89988,REFRIG FANTA 220ML LT LARANJA,4432.00
83684,INSET RAID 420ML AERO BASE DAGUA CITRONELA,4430.00
102798,BEBIDA ENERGETICA MONSTER JUICE PACIFIC PUNCH 473ML,4426.00
100090,SACO LIXO STAR 50L C/30 ROLO,4422.00
99889,SALGADINHO KRO CHURRASCO 100G,4420.00
92016,PIZZA PERDIGAO BRASILEIRA 460G,4416.00
91680,CERV OPA BIER 350ML PILSEN,4406.00
36920,PO SORVETE APTI 120G ABACAXI,4405.00
64320,SOBREMESA BATAVINHO 320G CHOCOLATE,4402.00
103446,COXAS E SOBRECOXAS CONGELADAS MAIS FRANGO KG,4401.39
97765,"AMACIANTE YPE 2L TRAD LV2LPG1,8L INTENSO",4401.00
105758,DESINFETANTE GUIMARAES 5L PERF LAVANDA,4394.00
8002,LANCHE SADIA HOT POC 145G BACON,4385.00
94053,LIMPADOR COALA 120ML PERFUMADO ALGOD?O,4385.00
101225,TEMPERO OAK 30G CHIMICHURRI,4384.00
35925,LEITE COND PIRACANJUBA 395G T. PAC,4381.00
89778,"AMACIANTE COMFORT CONC CUIDADO ESSENCIAL 1,5L",4372.00
447,PIMENTAO VERMELHO KG,4362.54
42102,AMACIANTE DOWNY 1L CONC BRISA VERAO,4361.00
3223,KEEP COOLER CLASSIC 275ML PESSEGO,4359.00
32428,EXTRATO TOMATE ELEFANTE 850G,4349.00
98722,FILME PVC ROYAL PACK 28CMX30M,4346.00
1584,ACUCAR ALTO ALEGRE 1KG REFINADO,4345.00
89283,COGUMELO INCOTRIL 100G POUCH INTEIR,4341.00
18922,SORVETE TRIVIALY 2L ICEPOP NAPOLIT,4339.00
105939,DESINFETANTE GUIMARAES 2L PERF LAVANDA,4335.00
91346,VINAGRE FILIPPINI 750ML ALCOOL COMP MACA,4333.00
76233,REFRESCO APTI PIKO 250G ABACAXI,4332.00
79789,DESINFETANTE TROP PINHO L 1L P 900ML,4327.00
3717,DESODOR REXONA 50ML ROLL-ON V8,4323.00
7969,MASSA ORQUIDEA 500G C/O SEMOLA RIGATONE,4323.00
103807,BEBIDA MISTA SKOL BEATS GT DE GIN E TONICA 269ML,4322.00
207,LARANJA UMBIGO KG,4317.06
90892,SAPOLIO RADIUM 450ML CREMOSO CLORO,4307.00
97340,CHOCOTTONE BAUDUCCO 500G CHOC BCO,4307.00
70918,LAVA ROUPA GIRANDO SOL ACAO TOTAL 5L,4303.00
81236,MOLHO KONSUMO 150ML ALHO,4302.00
104330,IOGURTE NESTLE 510G MOR,4302.00
1593,ARROZ PRATO FINO 5KG BCO TP1,4300.00
76046,DESODOR REXONA 120G AERO *COTTON,4299.00
489,TEMPERO VERDE HIDROPONICO NATURAL,4298.00
42680,BIBS NEUGEBAUER 40G CHOC BRANCO,4296.00
62861,CHOC MILKA MORANGO 100G,4292.00
64317,IOGURTE BATAVO GREGO PESSEGO 100G,4292.00
94055,LIMPADOR COALA 120ML PERFUMADO LAVANDA,4290.00
105334,"LAVA ROUPA BRILHANTE 1,6KG .LIMP TOT",4287.00
66879,ABSORV MILI C/16 SUAVE NOT C/ABAS LV+ POR -,4285.00
96954,PEDRA SANITARIA HARPIC 20G DETER LAVANDA,4282.00
8137,SABONETE ANN BOW 90G ERVAS,4281.00
55121,CHA DE HORTEL? BAR?O DE COTEGIPE CAIXA COM 10 UNIDADES 10G,4276.00
36566,NECTAR SUVALAN 200ML LARANJA,4275.00
8019,MASSA ITALIANY 500G TALHARIM,4271.00
11539,GOMA DORI 960G GOMETS TUB SOR C30,4271.00
102728,BEBIBA ENERGETICA BALY DRAGON DE PITAYA 2 LITROS,4271.00
50705,"REFRIG FRUKI 1,5L CITRUS",4268.00
4120,NECTAR DEL VALLE 450ML FRUT UVA,4260.00
91098,MARSHMALLOW DOCILE 220G UNICORNIO,4260.00
91282,SACO LIXO BRILHUS 150L ROLO,4260.00
61738,BISC CLUB SOCIAL 288G INTEGRAL,4256.00
31607,"REFRIG H2OH 1,5L ZR ACUC LIMONETO",4255.00
73112,ESPUMANTE AURORA 750ML BRANCO DEMI SEC,4251.00
4500,CAFE NESCAFE REFIL MATINAL 50G,4248.00
79761,DESINFETANTE TROP 500ML PINHO,4247.00
27236,MORANGO JNS 300G,4240.00
91814,CARNE BOV BEST KG CAPA COX MOL RESF,4231.53
102928,LIMPADOR NOVO FRESCOR PERFUMADO CITRONELA 140ML,4231.00
72494,AMIDO DE MILHO AMAFIL 400G,4227.00
64420,ABACAXI CALDA TRIANGUL 400G RODELA,4226.00
101275,TEMPERO OAK 30G CHIMICHURRI S/PIMEN,4226.00
1726,TEMPERO ODERICH 1KG COMPLETO S/ PIMENTA,4221.00
101119,GEL ADESIV GOTA LIMPA 41G 7 DOSES FRESH,4220.00
14489,FLUTUADOR MOR 1551 160X6CM,4216.00
101422,FOSFORO FIAT LUX COZINHA FORTE C/200,4214.00
102816,DESODOR SANI ALL 35G PLUS RF BASTAO SANIT CITRUS,4214.00
3391,WHISKY WHITE HORSE 1L,4209.00
24095,ESC DENT JADE FROG POPMAX LV3 PG - MACIA,4206.00
101455,ENERGETICO MONSTER ZERO ACUCAR ULTRA PARADISE LATA 473ML,4190.00
89405,NECTAR IZZY DE UVA 1L,4189.00
80220,NECTAR MAGUARY 1L ABACAXI,4188.00
98723,SACO PLASTICO ROYAL PACK MULTIFREEZER COM 50 UNIDADES 3KG,4173.00
10953,VELA SANDERO C/8 N2,4171.00
101320,CHOCOLATE LACTA BIS XTRA BLACK 45G,4167.00
99891,SALG KRO 100G PRES,4163.00
105466,AZEITONA LA VIOLETERA 80G VERD S/CAROC CONSERV,4163.00
98832,LING LAR 700G CHURRASCO CONG,4161.00
97339,BISC BAUDUCCO 141G CEREALE COCO/UVA,4160.00
103726,CAPA FARDO 50X60 SACOLA ECON,4159.00
3610,*CAFE 3 CORACOES 50G REFIL SOLUVEL,4158.00
39553,ERVA MATE CRISTALINA NATIVA 1KG SUA,4158.00
96728,FILE PEITO FRANGOSUL 1KG CONG IQF,4158.00
104245,MASSA DIANA ESPAGUETE COM OVOS 500G,4157.00
72878,*SAL SALSUL 1KG MOID IODADO,4157.00
10231,MOLHO FUGINI 300G TRAD SACHE,4156.00
103549,FEIJ?O OND?O PRETO TIPO 1 1KG,4156.00
105142,POLENTA ZANIN 500G,4147.00
73776,BISC CLUB SOCIAL 141G PRESUNTO,4146.00
105116,ARROZ RAMPINELLI BRANCO TIPO 1 5KG,4143.00
85823,SALG YOKITOS 153G CONCH QJO,4143.00
90990,"LAVA ROUPA OMO 2,4KG BAG LAVAGEM PERFEITA",4142.00
62862,CHOCOLATE MILKA 100G ALPINE MILK,4137.00
96251,AMIDO DE MILHO FITZ FRIDA 1KG,4136.00
97515,BEBIDA ENERGETICA RED BULL. 250ML MELANCIA,4136.00
68005,RACAO FRISKIES 85G SALMAO MOLHO,4133.00
103186,"SUCO HUGO PIETRO PLENNO INTEGRAL DE LARANJA 1,5 LITROS",4129.00
8722,ERVA MATE BARAO 500G COMP C/CHA,4124.00
104328,IOGURTE VIGOR GREGO LOUCOS POR FLOCOS SABOR DE FLOCOS 90G,4122.00
91531,CARNE BOV BEST KG COST JANEL C/O CONG,4120.95
104670,MOLHO DE TOMATE TARANELLA TRADICIONAL 300G,4114.00
31405,ATUM R CRUSOE 170G RALADO NATURAL,4113.00
68001,RACAO FRISKIES 85G ATUM MOLHO,4109.00
443,PIMENTAO AMARELO KG,4107.94
79849,QUEIJO RAL DA SERRA 400G,4106.00
12420,ABSORV INTIMUS C/32 GEL SUAVE C/ABAS,4106.00
102819,DESODOR SANI ALL 35G PLUS RF BASTAO SANIT LAVANDA,4105.00
91225,TEMPERO KARPINSKI 55G CHIMICHURRY COM PIMENTA,4102.00
104447,CERVEJA BLUE MOON BELGIAN WHITE ALE 350ML,4101.00
10703,ALVEJANTE QBOA 1L FLORAL,4100.00
102836,PASTILHA ADESIVA SANITARIA NOVO FRESCOR FLORAL COM 3 UNIDADES 10G,4084.00
97113,"BEBIDA LACTEA ELEGE 1,150KG MOR",4084.00
94094,MIX FLORES SKOVRONSKI 250G BDJ,4081.00
70836,PATE QUINTA VALE 100G PRESUNTO,4075.00
104722,FILEZINHO DE FRANGO SASSAMI MACEDO IQF CONGELADO 1KG,4072.00
94092,COUVE FLOR SKOVRONSKI 250G BDJ,4072.00
72405,DESENG VEJA 400ML RF COZINHA ECON,4068.00
91662,QUEIJO RAL PRESIDENT 50G PARM,4065.00
105683,LING CALABRESA STA CLARA KG DEF,4064.95
105961,REFRIG BALY 220ML KIDS UVA,4064.00
96575,TOALHA UMED SNOW BABY C/80 FLOW PACK PREMIUM,4063.00
101717,"ERVILHA LAR CONGELADA 1,1KG",4062.00
68535,DESODOR MONANGE 90G AERO INVIS,4062.00
94095,SALG TEMABI 170G PASTEIZINHOS PICANHA,4055.00
43023,MORTADELA QUINTA VALE 500G FAT,4053.00
4504,CAFE NESCAFE REFIL TRADICAO 50G,4050.00
81741,FARELO AVEIA NATURALE 200G,4047.00
104296,APARELHO DE BARBEAR DESCARTAVEL GILLETTE PRESTOBARBA ULTRAGRIP COM 2 UNIDADES,4046.00
91359,"ACHOC TODDY 1,020KG",4041.00
94574,GIN ROCKS 1L,4041.00
95125,RACAO BIRBO 1KG PREMIUM CAO RACAS PEQUENAS,4038.00
104283,CAFE MELITTA 40G SOLUVEL DESCAF,4038.00
40240,BACON STA CLARA KG MINI,4031.43
84884,BEBIDA ENERGETICA RED BULL 250ML SU COCO ACAI,4029.00
6431,SOBREMESA LACTEA BATAVO 180G CREAMY CHOC BRAN,4029.00
65598,CHOC GRANULADO DONA JURA 130G PRETO,4027.00
48919,DESODOR MONANGE 90G AERO FLOR LAVANDA,4025.00
104684,CHOC NESTLE 150G CLASSIC LEITE DUO COOKI,4022.00
105029,MORTADELA EXCELSIOR 180G DEF FAT,4018.00
103956,LAVA ROUPA GIRANDO SOL 2L HIPOALERG,4010.00
98373,BATATA PALHA YOKI TRADICIONAL PACOTE 70G,4010.00
104518,BISCOITO ZEZE DE AGUA E SAL 400G,4007.00
1856,FEIJAO FRITZ FRIDA 500G PREM VERM,4006.00
59870,PEPINO PETRY 300G CONSERV,4005.00
19784,VINAGRE KOLLER 750ML VINHO TINTO,4004.00
65517,INSET SBP 35ML 45 NOITES 2RF 50%DESC,4000.00
41552,CHOC MILKA 100G CARAMELO,3998.00
90955,ERVA-MATE BAR?O MOIDA GROSSA 1KG,3989.00
62860,CHOC MILKA 100G OREO,3982.00
100088,SACOS PARA LIXO STAR EMBALAGENS 30L COM 30 UNIDADES,3982.00
92535,TORRADA ISABELA 142G INTEGRAL,3981.00
92014,PIZZA PERDIGAO NAPOLITANA 460G,3979.00
62233,FRANGO A PASSARINHO SEARA 1KG ALM,3975.00
72503,COLORIFICO APTI 100G,3973.00
79609,MORTADELA AURORA 1KG S/TOUC,3969.00
80234,EXTRATO TOMATE ELEFANTE 2KG SACHE,3967.00
54339,MAXMALLOW DOCILE COLOR 250G BAUNILHA,3965.00
71205,LAMP TASCHIBRA TKL 60 9W,3964.00
98584,CERA GIRANDO SOL 750ML LIQ VERM,3963.00
104855,PRESUNTO AURORA 800G COZ S/CAPA GORD FAT,3960.00
104479,SAB?O GIRANDO SOL MULTIUSO DE COCO COM 3 UNIDADES 600G,3958.00
1930,ESC DENT SORRISO ORIG MED,3958.00
104720,COXINHAS DAS ASAS DE FRANGO MACEDO IQF CONGELADO 1KG,3957.00
101915,BEBIDA ENERGETICA RED BULL DE PITAYA 250ML,3943.00
2804,CERA INGLEZA ASSOALHO VERMELHA 750ML,3932.00
36089,IOGURTE PIA CREMOSO NATURAL 800G,3929.00
68953,BISC ZEZE 60G MIGNON CHURRASCO,3922.00
68451,GEL ADESIV PATO 38G RF C/2 50% GTS,3921.00
82418,TIRINHAS DE FRANGO LAR 700G,3917.00
15966,ATUM COQUEIRO 170G SOLIDO OLEO,3915.00
9287,IOGURTE NESTLE 130G CHAMYTO MORANG/CER/CHOC,3913.00
7874,PIPOCA YOKI 100G POP CORN MIC SAB BACON,3913.00
103708,BISCOITO PANINE ROSCA DE POLVILHO DOCE 200G,3912.00
89914,ALFACE AMERICANA DORIGATTI UN TRAD,3910.00
80328,"ALVEJANTE AQUAFAST S/ CLORO LV3L PG2,6L",3906.00
102169,DESODORANTE ABOVE AEROSSOL SPORT ENERGY 48H MASCULINO 150ML,3898.00
86473,MOSTARDA KONSUMO 180G CLARA,3897.00
3224,KEEP COOLER CLASSIC 275ML UVA,3895.00
104493,QUEIJO PRESIDENT MUSSARELA FATIADO 1KG,3891.00
86186,LANCHE PROGRESSO 1KG FAT,3881.00
91342,VINAGRE FILIPPINI 750ML VINHO TINTO,3880.00
103445,COXAS E SOBRECOXAS COM PORC?O DORSAL CONGELADO MAIS FRANGO KG,3876.73
103458,PALITINHO QUITANDA DE BACON 140G,3876.00
55105,CHA DE ERVA-DOCE BAR?O DE COTEGIPE CAIXA COM 10 UNIDADES 13G,3873.00
68943,DOCE FRUT SERRA 400G FIGO,3872.00
100313,ALVEJANTE BRILHA SUL SEM CLORO 5L,3868.00
66878,ABSORV MILI SUAVE C/ABAS DIARIO L+P-,3866.00
13546,PIRULITO PIETROBON 190G ALGODAO DOC,3863.00
82603,ICE KOVAK GREEN APPLE 275ML,3859.00
98586,CERA GIRANDO SOL 750ML LIQ INCOLOR,3858.00
104382,CREME DENT CLOSE-UP 150G PROT BIOAT MENT REF TAM EC,3858.00
55082,CHA BARAO C/10 13G FRUTAS POS REFEICAO,3857.00
478,RUCULA HIDROPONICA W GREEN,3856.00
97558,SHAMPOO SEDA 670ML COCRIAC CERAMID TAM FAMILIA,3854.00
90013,IOGURTE NESTLE 130G CHAMYTO MOR/CER/CARAMEL,3854.00
43123,LEITE FERM VIGOR 450G TRADICIONAL,3850.00
101118,GEL ADESIVO GOTA LIMPA 7 DOSES LAVANDA 41G,3847.00
104973,CORAC?O DE FRANGO LAR TEMPERADO E CONGELADOS 700G,3845.00
98149,EMPANADO STEAK REZENDE 100G FGO,3837.00
8131,SABONETE SENADOR 130G *SPORT,3834.00
105678,RACAO BIRBO KG GATOS CASTRADOS,3830.64
106168,FILE PEITO FGO LANGUIRU 800G BIFE CONG IQF,3830.00
55107,CHA BAR?O DE BOLDO COM 10 13G,3829.00
94039,CACTUS MINI P06,3828.00
8072,MASSA PIZZA ITALIANY 150G,3827.00
91360,LAVA ROUPAS UAU ACTIVE 3L,3816.00
93669,SHAMPOO MONANGE BOOST CRESCIMENTO 325ML,3816.00
104835,AZEITE DE OLIVA ARTEM OLIVA EXTRA VIRGEM 500ML,3816.00
12419,ABSORV INTIMUS C/32 GEL SECA C/ABAS,3814.00
60413,SALAME SADIA 36G SNACK,3814.00
88131,GOMA DORI 500G GOMETS SINO,3812.00
79608,MORTADELA AURORA 400G S/TOUC,3808.00
32992,APARELHO BARBEAR BIC3 INTENSITY C/2,3806.00
43,ABACAXI CAIANO UN,3804.00
92266,CAFE CABOCLO 500G EXTRA FORTE,3804.00
70425,SABONETE LIQUIDO HEDERA FRUTAS VERMELHAS 1L,3801.00
3004,DOCE FRUTA PETRY 400G ABOBORA C/ COCO,3800.00
4787,AMIDO MILHO MAIZENA 500G,3799.00
55102,CHA BARAO C/10 13G FRUTAS FRUTAS VERM,3796.00
104034,MISTURA FRIOLACK DE REQUEIJ?O E AMIDO EM BISNAGA 400G,3790.00
94106,SUCO MAGUARY 150ML FRUIT SHOOT MARACUJA,3785.00
103595,KIT DE PEDRA SANITARIA NOVO FRESCOR DE TUTTI-FRUTTI LAVANDA E EUCALIPTO 3 UNIDADES,3781.00
11661,"REFRIG H2OH 1,5L PET LIMAO",3774.00
93816,BEBIDA LACTEA DANONE 250ML YOPRO CHOC,3767.00
80639,RUCULA ESTANCIA FIGUEIRA UND,3766.00
102780,BISCOITO SENSE COOKIES DE BAUNILHA COM GOTAS DE CHOCOLATE 60G,3761.00
381,MARACUJA AZEDO KG,3760.10
72316,AUROGGUETS AURORA 300G NUGGETS,3757.00
98573,"BACON FRIMESA KG MANTA 1,300KG (APROX. 1 UNID)",3756.98
89130,BISC FLAY 40G GOURMET CEBOLA SALSA,3756.00
99198,AGUA SANITARIA MAPLE 5L,3752.00
6424,SOBREMESA BATAVO 180G CREAMY CHOC,3750.00
103242,MASSA DE PASTEL ITALIANY DISCO PEQUENO 1KG,3750.00
26955,KETCHUP HELLMANNS 380G TRAD,3745.00
19069,ABSORV INTIMUS C/16 GEL LV16 PG14 SUAVE C/ABAS,3744.00
4167,NECTAR DEL VALLE 1L MAIS UVA,3743.00
64976,BALA PIETROBON 600G MENTA,3738.00
60288,SACO LIXO STAR 100L PACOTE C/5,3736.00
100199,BATATA LAYS CLASSICA 80G,3736.00
99703,LIMPA VIDRO AQUAFAST 500ML RF,3735.00
80923,"DESINFETANTE PINHO SOL ORIGINAL 1,75L",3734.00
94040,SUCULENTAS P06,3731.00
105755,AGUA MIN MORMAII 10L S/GAS,3730.00
9733,COPO MINAPLAST C/50 200ML REFRI 10199,3726.00
103281,CERV MICHELOB 330ML SUPERIOR LIGHT ULTRA L NECK,3723.00
62038,CEREAL NESTLE 120G SNOW FLAKE SACH,3720.00
105954,IOGURTE VIGOR 140G MIX MOR C/CONF COLOR,3719.00
53820,CARNE BOV BEST 400G MOIDA CONG,3718.00
103460,PALITINHO QUITANDA DE QUEIJO 140G,3716.00
6518,MANTEIGA BATAVO 200G SEM SAL,3714.00
103824,CALDO KNORR MAIS SABOR DE CARNE EMBALAGEM ECONOMICA COM 16 UNIDADES 152G,3709.00
76975,RODO PRIMAVEIRA LIMPEZA PESADA,3709.00
68135,BISC GERMANI 300G ROSCA LEITE,3708.00
82036,SUCO SUQ 2L LARANJA INTEGRA,3706.00
80023,REFRESCO APTI 8G ZERO,3706.00
79691,MORTADELA AURORA KG FRANGO,3705.54
70424,SABONETE LIQUIDO HEDERA ERVA DOCE 1L,3701.00
70746,LIMPADOR UAU SQEEZE 4X1 CLORO ATIVO 500ML,3693.00
99702,CERVEJA PATAGONIA WEISSE 473ML,3689.00
64155,SACO LIXO CASAFORT 50L PRETO,3673.00
102183,REPELENTE DE INSETOS DOMLINE INSECT FREE AEROSSOL 150ML,3673.00
105565,LAVA ROUPA SURF 800G CUID COCO 5X1,3672.00
98110,NECTAR PIONEIRA 2L LARAN,3672.00
7284,BISC GERMANI 175G GRISSINI,3670.00
102173,DESODORANTE ABOVE AEROSSOL SPORT ENERGY 48H TEEN BOY 150ML,3670.00
16544,UVA BENITAKA KG,3669.56
7771,POLENTA KIPOLENTA YOKI 500G,3666.00
98711,"FOLHA DE ALUMINIO ROYAL PACK 45CMX7,5M",3663.00
55006,ROLINHO WAFER MINUETO 40G BRIGADEIRO,3659.00
104357,SABONETE ELITE 85G RELAX,3658.00
98717,CHOC STICKS 32G BIBS BCO,3658.00
86188,PEITO FGO PROGRESSO 150G FAT,3654.00
91007,MORTADELA PROGRESSO 500G C/GORD FAT,3654.00
98859,REQUEIJ?O POCOS DE CALDAS LIGHT 400G,3648.00
104165,MISTURA FRIOLACK DE REQUEIJ?O E AMIDO SABOR CHEDDAR BISNAGA 400G,3648.00
105626,LUVA BRILHUS MULTIUSO AMARELA M,3648.00
11342,SABONETE JOHNSONS 80G GLICERINA,3647.00
2250,LIMPADOR AJAX FESTA FLORES BOUQUET 1L,3642.00
47883,*SACO PANOSUL XADREZ 60X68,3641.00
105976,CHOC FLORESTAL 90G BCO,3637.00
95037,ALFACE BRATI CONVENCIONAL,3636.00
68707,ARROZ KIARROZ 5KG PARBOILIZADO,3634.00
91774,*SOBREMESA LACTEA FRIMESA 200G CHOCOLATE,3632.00
100042,ALVEJANTE BRILHA SUL SEM CLORO 1L,3632.00
82188,IOGURTE BATAVO 500G GREGO LIGHT MORANGO,3628.00
89282,CHAMPIGNON INCOTRIL 100G POUCH FAT,3625.00
68957,BISC ZEZE 60G MIGNON GALETO,3615.00
101120,GEL ADESIVO GOTA LIMPA 7 DOSES MARINE 41G,3614.00
102835,DESODOR NOVO FRESCOR TABLETE PARA CAIXA ACOPLADA DE PINHO COM 1 UNIDADE 45G,3611.00
75790,BEBIDA LACTEA PIRACANJUBA 1L. PIRAKIDS CHOC,3608.00
80636,TEMPERO VERDE ESTANCIA FIGUEIRA UND HIDROPONICO,3606.00
2225,LIMPADOR AJAX FRESH 500ML,3604.00
105681,AMENDOIM GUIMARAES 60G CROC JAPONES,3601.00
94357,ALIMENTO UMIDO KELDOG 100G SACHE CARN/ERVIL/CENO,3601.00
71796,REFRIG AGUA SERRA 2L FRAMBOESA,3599.00
102394,UVA PASSA SNACK CLUB PRETA 200G,3594.00
73944,SABAO GIRANDO SOL 1KG COCO,3591.00
105960,REFRIG BALY 220ML KIDS TUTTI FRUTTI,3589.00
39672,LING TOSC NABRASA 1KG,3587.00
5765,BISC ZEZE 300G PALITO CHOC,3587.00
19102,MORANGO GALIOTTO 200G,3581.00
70318,MASSA ITALIANY 500G ESPAGUETE,3580.00
8550,FOSFORO PARANA C/200 FORNO/FOGAO,3574.00
91895,SAND DUPE CORES PRETO 41/42,3572.00
88725,LAMP ELGIN LED BULB BIV 9W A60 6500K BR,3572.00
102818,DESODOR SANI ALL 35G PLUS RF BASTAO SANIT FLORAL,3571.00
67398,GOMA DORI 600G MINHOCA FRUT ACIDAS,3571.00
37684,REFRIG FRUKI 350ML LT LIMAO,3570.00
89971,CAFE NESCAFE 160G SOLUVEL TRADICAO,3570.00
9857,ESC BETANIN BETA JEANS 115,3566.00
104499,IOGURTE CAROLINA COM PEDACOS DA FRUTA DE ABACAXI E COCO 450G,3563.00
1522,FARINHA MILHO 1KG PERDIZ MEDIA,3562.00
104466,BEBIDA ENERGETICA BALY DE TANGERINA 2L,3561.00
111,CEBOLA ROXA KG,3544.96
69803,NHOQUE BATATA ITALIANY 1KG,3544.00
46862,*FEIJAO NAMORADO PRETO 500G,3542.00
92956,*CEREAL SUCRILHOS 280G ORIGINAL MAIS ECONOMICA,3538.00
3812,AGUARDENTE 7 CAMPOS PVC 966ML,3537.00
97104,MASSA DITALIANE 500G PASTEL GRANDE DG,3536.00
95907,LAVA ROUPA OMO 800G LAVAGEM PERFEIT SANITIZA HIGIEN,3535.00
59503,*BEBIDA LACTEA ITALAC 200G ZERO CHO,3534.00
19531,ALFACE HIDROPONICA UN,3533.00
95636,ERVA MATE PANTANAL 500G VERDE,3532.00
36224,SOBREMESA NESTLE 360G CHANDELL CHOC,3531.00
94018,BATATA LISA DEUTSCHIPS 225G C/ SAL MARINHO,3530.00
61981,ANTI MOFO SANI SOL 20G ANTI TRACAS,3530.00
92536,TORRADA ISABELA 142G TRADICIONAL,3527.00
73783,*LING TOSCANA SEARA 700G,3526.00
72220,CREME LEITE PIRACANJUBA 200G,3526.00
1525,FARINHA DE MILHO PERDIZ PRE COZIDA 1KG,3522.00
85349,FAROFA PRONTA YOKI 200G SOJA,3520.00
55108,CHA BARAO C/10 13G PRETO,3519.00
2808,AGUA MIN SARANDI 500ML S/GAS,3518.00
99008,DOCE NBONN CHOCO MOLE PRETA 100G,3518.00
105686,TORRONE GUIMARAES 25G AMEND,3516.00
55007,ROLINHO WAFER MINUETO 40G CHOCOLATE,3512.00
50973,UVA PASSA UNIAGRO 30G PRETA,3508.00
8713,ERVA MATE BARAO 1KG TRAD,3503.00
66881,ABSORV MILI C/8 SUAVE DIARIO C/ABAS,3502.00
55083,CHA BARAO C/10 13G FRUTAS MAC ABA CRA CAN,3500.00
105762,DESINFETANTE GUIMARAES 2L PERF ROSAS,3495.00
8537,FOSFORO PARANA 10 CX C/40,3493.00
1695,VINAGRE ROSINA 500ML BALSAMICO,3490.00
65486,BEBIDA ENERGETICA MONSTER 473ML LT KHAOS,3489.00
8525,P?O SEVEN BOYS CASTANHA & NOZES 450G,3486.00
104498,IOGURTE CAROLINA 100G PED FRUT COCO/ABACAXI,3470.00
105761,LIMPADOR GUIMARAES 2L PERF LAR ROMAN,3467.00
11215,"FOSFORO FIAT LUX 9,4CM EXTRA LONGO",3467.00
103717,BISCOITO PANINE GRISSINI DOCE TIPO PALITO 250G,3464.00
5764,AZEITE OLIVA GALLO 250ML VD EXT VIRGEM,3461.00
80659,ALGODAO YORK C/50 DISCOS,3461.00
99745,IOGURTE BATAVO CAMADAS COM CALDA DE FRUTAS VERMELHAS 100G,3459.00
72451,ERVA MATE CAMBONA 1KG VACUO,3454.00
5987,APARELHO DEP GILLETTE C/2 FEM PREST3,3453.00
86157,ERVA MATE BARAO 500G COMP C/MENTA,3450.00
72948,PIPOCA KISABOR 100G MICRO MANT,3449.00
86439,COPO MINAPLAST 400ML C/50 TRANSPAR,3449.00
9077,GELATINA ROYAL 25G UVA,3445.00
98874,SOBREMESA BATAVO 360G CREAMY CHOC,3444.00
18175,PANETTONE BAUDUCCO 500G,3444.00
88429,PRODUTO FALTANTE #88429,3435.00
91289,LAVA ROUPA AQUAFAST 3L TERNURA,3435.00
105263,VINHO DOLCE VITA FRISANTE MOSCATEL ROSE SUAVE 750ML,3434.00
34613,BIBS NEUGEBAUER 40G AMENDOIM,3431.00
104507,"BEBIDA LACTEA CAROLINA 1,25KG EMB TAM F ACAI/BAN",3431.00
105468,AZEITONA LA VIOLETERA 80G VERD FAT CONSERV,3428.00
8806,SALAME MAJESTADE TIPO ITALIANO FATIADO 100G,3425.00
51280,KIT ALCA FOODS 500G CHOCO BOLL COR SUGAR TIGELA,3421.00
105591,MASSA PRONTA ROCHA 500G TAPIOCA ZR LACT,3421.00
104789,MOLHO DE TOMATE SALSARETTI REFOGADO TRADICIONAL 300G,3418.00
98720,CHOC STICKS 32G BIBS DARK,3416.00
100619,REPOLHO VERDE CLASSE UNIDADE,3411.00
2809,LIMPADOR UAU ACAO CLAREADORA 500ML,3407.00
93334,DESODOR REXONA 200ML AERO TAM ECONO *TORC FANATICO,3405.00
97892,VELA SANDERO N4 FLOR LARANJEIRA,3405.00
6236,CEREAL SUPER BALLS 200G,3401.00
98865,CERV PROVINCIA 600ML ONE WAY,3399.00
87858,ESC DENT JADEFROG C/5 POPMAX MAC,3398.00
91210,TEMPERO KARPINSKI PAPRICA DEFUMADA 90G,3396.00
105057,MORTADELA EXCELSIOR KG C/TOUCINHO,3395.47
79396,BEBIDA LACTEA BIOLAT MORANGO GARRAFA 850G,3395.00
485,TEMPERO VERDE MOLHO UN,3394.00
105898,BISC GERMANI 345G AGUA/SAL,3393.00
104669,MOLHO DE TOMATE TARANELLA SABOR DE MANJERIC?O 300G,3392.00
105485,QUEIJO PIA KG MUSSAR,3389.75
519,UVA ITALIA KG,3388.17
8010,CANUDINHO ITALIANY 200G,3384.00
